PRACTICE_POSTCODE,Urgent_Count,Total_Count,Pressure_Index_Pct
CV66EE,476,4859,9.8
B147LG,1043,10647,9.8
SL66JW,193,1972,9.79
CB58DT,1290,13181,9.79
B236BJ,727,7429,9.79
SY66DL,524,5360,9.78
M203HE,446,4561,9.78
BS206JY,1588,16235,9.78
BR29QQ,277,2832,9.78
WV146RL,490,5013,9.77
TN49PH,445,4553,9.77
SW164UY,234,2395,9.77
M204AF,959,9819,9.77
KT211AW,405,4146,9.77
DY53DL,650,6652,9.77
CH664PE,1232,12610,9.77
N31XY,182,1865,9.76
LA62AL,277,2837,9.76
BR60RZ,1080,11065,9.76
AL35ES,465,4765,9.76
YO125EA,828,8492,9.75
RH108DU,525,5383,9.75
N228HH,746,7652,9.75
DA158DG,904,9273,9.75
BB80AG,1068,10950,9.75
SS178HD,596,6117,9.74
S173DR,906,9305,9.74
NW53HH,433,4447,9.74
L213TX,282,2894,9.74
CR35UG,401,4115,9.74
BL82JR,529,5430,9.74
PR86RG,347,3568,9.73
WA74RS,553,5690,9.72
NG250DN,171,1759,9.72
DT47TB,498,5126,9.72
TN317JY,630,6485,9.71
SN84FD,723,7447,9.71
BS361RD,1273,13115,9.71
BL31HH,612,6302,9.71
S39DL,417,4301,9.7
RG205QX,591,6091,9.7
LU71DD,1449,14936,9.7
DT101BB,626,6455,9.7
CV57AT,865,8917,9.7
M90RR,339,3500,9.69
KT100AA,653,6742,9.69
WV140AJ,1387,14333,9.68
L179PW,299,3088,9.68
IG14UR,181,1869,9.68
LU32NJ,530,5482,9.67
LS287NB,1435,14843,9.67
BA133BW,439,4540,9.67
SS166HG,728,7538,9.66
DL14BL,515,5334,9.66
M320DJ,634,6572,9.65
HA62XN,301,3119,9.65
EN107HY,584,6054,9.65
CR77JD,201,2083,9.65
BD132PA,636,6593,9.65
BB97XH,1802,18675,9.65
UB95JF,355,3682,9.64
SE128LU,468,4853,9.64
NG56GY,1144,11862,9.64
B946QS,582,6039,9.64
TW11RD,254,2640,9.62
SO403HZ,1324,13757,9.62
HA85EG,756,7859,9.62
UB33HB,1055,10977,9.61
RM39ND,461,4797,9.61
RG218TZ,476,4953,9.61
OL111DN,571,5940,9.61
LE26UN,694,7225,9.61
EN118DA,470,4889,9.61
BR76AN,876,9114,9.61
BH11DS,529,5506,9.61
WA11SL,721,7513,9.6
SS07JJ,692,7206,9.6
KT228AW,604,6294,9.6
DE119AZ,465,4842,9.6
WN89HP,412,4297,9.59
N177HS,372,3880,9.59
LE17RU,364,3797,9.59
B312DW,690,7192,9.59
W54XL,307,3206,9.58
KT190PG,1416,14784,9.58
CH11RG,172,1796,9.58
BH63LA,623,6503,9.58
WF12JL,617,6445,9.57
TN110EE,800,8362,9.57
RM142AD,263,2748,9.57
PR71AB,1003,10483,9.57
BL14AP,1751,18299,9.57
SN81LT,270,2823,9.56
S433TL,974,10186,9.56
DY138XH,653,6833,9.56
B82AW,384,4017,9.56
CV324TD,507,5310,9.55
CO27AD,268,2807,9.55
SW1V1AA,23,241,9.54
TW80BP,207,2172,9.53
TS104NY,2066,21669,9.53
SE96UD,634,6655,9.53
DL11XE,139,1459,9.53
S739ET,1027,10792,9.52
IG89PF,873,9168,9.52
B602BQ,283,2974,9.52
TR12NS,1948,20473,9.51
PO92AZ,812,8539,9.51
L363SA,674,7091,9.51
L224QF,834,8767,9.51
WA46NL,597,6281,9.5
NE463LZ,1060,11156,9.5
ME101NQ,2436,25634,9.5
CH462QQ,90,947,9.5
SG61NY,794,8369,9.49
HP202AH,1154,12165,9.49
SS177ER,221,2330,9.48
RG141BE,1146,12086,9.48
E11BJ,1765,18620,9.48
DN84BQ,593,6256,9.48
CW114NE,1090,11497,9.48
ME124AX,34,359,9.47
BB30DA,1444,15241,9.47
SG28EU,639,6753,9.46
RH121HE,698,7375,9.46
OX155NF,66,698,9.46
HA48JN,480,5074,9.46
WR24LE,652,6903,9.45
SO153UA,231,2444,9.45
RH119YZ,1540,16290,9.45
N17RD,317,3356,9.45
M419JY,115,1217,9.45
HP197HL,1873,19817,9.45
DN59TG,1134,11996,9.45
W67AF,817,8659,9.44
W139QU,363,3844,9.44
NE216DD,187,1980,9.44
M343JP,1333,14119,9.44
KT67BZ,227,2404,9.44
HG32XT,635,6730,9.44
HA12JF,511,5412,9.44
CV48FT,224,2373,9.44
WD35LH,300,3182,9.43
WA84NS,551,5842,9.43
M218AE,464,4919,9.43
GU341HG,1011,10716,9.43
DN208AE,872,9243,9.43
B939AW,697,7391,9.43
B659JU,65,689,9.43
B146DR,1231,13060,9.43
WR141JE,31,329,9.42
SK14AB,743,7884,9.42
S122SD,2253,23908,9.42
PO332AE,484,5137,9.42
NG181QJ,350,3715,9.42
EN26EB,1561,16578,9.42
NW104RX,381,4049,9.41
NE126YT,2188,23240,9.41
LE182AJ,1732,18434,9.4
GL11PX,2268,24145,9.39
BS232YG,4622,49234,9.39
WA102NN,614,6546,9.38
SK94HR,27,288,9.38
S25HJ,717,7647,9.38
LE174NG,648,6911,9.38
BS107DL,1585,16895,9.38
SM38JW,509,5432,9.37
SK61NB,263,2806,9.37
S432AH,515,5499,9.37
RH175EN,885,9448,9.37
BB52RG,455,4857,9.37
NN171UX,281,3002,9.36
SW148QR,576,6158,9.35
SK76HG,377,4034,9.35
S124LB,248,2653,9.35
N209HE,281,3004,9.35
BN265DH,538,5752,9.35
RM112LG,589,6309,9.34
DH80BH,690,7385,9.34
CH483HS,738,7899,9.34
S80XN,980,10501,9.33
PE219QP,508,5447,9.33
CV13AD,979,10491,9.33
WF101HS,888,9529,9.32
HP136LE,294,3155,9.32
HA29AJ,895,9602,9.32
DT13BX,748,8022,9.32
WS73XE,935,10046,9.31
TF33DE,955,10259,9.31
S605NE,539,5791,9.31
LE54EL,677,7268,9.31
CV213AE,781,8389,9.31
BD50AL,1164,12510,9.3
CV130LT,700,7537,9.29
BB72DP,60,646,9.29
KT212PL,827,8914,9.28
DN370EN,263,2835,9.28
SW161DB,211,2275,9.27
RH191QD,688,7420,9.27
OX37RB,473,5102,9.27
NN26LR,262,2826,9.27
NE288HQ,931,10046,9.27
N101ER,307,3313,9.27
HA30XN,140,1510,9.27
BD249AA,599,6460,9.27
YO140JR,369,3985,9.26
SO224EZ,1422,15349,9.26
SN14BH,2648,28583,9.26
OL82QL,895,9662,9.26
HU74TD,506,5463,9.26
HD64DN,900,9719,9.26
DY40UB,252,2721,9.26
B47ET,161,1739,9.26
PE91PJ,2114,22851,9.25
IG87QQ,410,4432,9.25
HP190FX,268,2896,9.25
E14AA,290,3136,9.25
BD213BG,1423,15389,9.25
CR01RB,1751,18959,9.24
WD171SJ,344,3727,9.23
SW194HZ,406,4400,9.23
SP12AA,590,6390,9.23
M309LY,1185,12839,9.23
GU227QJ,603,6536,9.23
CV324LY,2331,25249,9.23
SS87SQ,557,6042,9.22
SS170HD,528,5727,9.22
PR26RH,1000,10850,9.22
DN147DF,748,8116,9.22
DA146DS,256,2776,9.22
CR82NE,392,4251,9.22
BN163DY,60,651,9.22
B261PG,310,3362,9.22
TN330EG,440,4775,9.21
RH13EN,1298,14086,9.21
PO93RT,412,4475,9.21
PE275JB,502,5451,9.21
LS61EG,501,5438,9.21
IG63EB,460,4997,9.21
PL34AD,686,7455,9.2
CO101HQ,450,4891,9.2
B369AB,619,6726,9.2
TW134PJ,621,6758,9.19
S105BQ,1903,20701,9.19
W38HR,281,3060,9.18
N120BT,59,643,9.18
M67HN,690,7516,9.18
HP109TJ,971,10580,9.18
E83AH,529,5760,9.18
E126AQ,608,6624,9.18
HG41QW,896,9768,9.17
DN162AA,1590,17344,9.17
DN12HS,835,9101,9.17
DA11HD,1681,18330,9.17
SS117DF,644,7034,9.16
HA30EY,369,4030,9.16
CO139PW,567,6192,9.16
TN127NY,708,7735,9.15
SY11RJ,668,7300,9.15
IP327EA,298,3256,9.15
IG45EU,553,6045,9.15
E125AQ,506,5530,9.15
SO168HY,1492,16324,9.14
DY48QL,171,1870,9.14
DA11QU,172,1881,9.14
CV24ER,149,1631,9.14
ME74DF,838,9177,9.13
IP75DX,466,5105,9.13
HP25LE,612,6706,9.13
WR11HA,1314,14405,9.12
DE561AR,819,8981,9.12
CH15PP,401,4397,9.12
WN11SJ,371,4074,9.11
OX75LJ,1400,15363,9.11
HA54SL,697,7648,9.11
BL49ES,2002,21984,9.11
TS121AH,401,4409,9.1
SS164XP,1275,14004,9.1
BB101LA,103,1132,9.1
TN342LG,451,4960,9.09
OX169AB,1638,18017,9.09
NE97HE,234,2573,9.09
E174RX,233,2563,9.09
SE29PT,826,9097,9.08
S118TG,1027,11312,9.08
BN28RB,227,2500,9.08
S611EA,401,4422,9.07
N18PT,415,4575,9.07
BD193LB,735,8102,9.07
B989AA,463,5105,9.07
B144LR,187,2061,9.07
NW11TU,234,2582,9.06
N128LG,624,6884,9.06
CW82NR,565,6234,9.06
CM81BE,460,5075,9.06
BN435ZD,1142,12606,9.06
TS231BY,379,4190,9.05
TR71BQ,136,1502,9.05
ST42DP,422,4661,9.05
SL38HD,1420,15682,9.05
PR72AA,1804,19935,9.05
IG62QP,625,6906,9.05
CT194EZ,330,3647,9.05
BB15AX,3543,39161,9.05
WN60JT,1163,12869,9.04
W51QY,371,4103,9.04
GU152HT,485,5365,9.04
BN115DT,1155,12771,9.04
WA71LA,1436,15908,9.03
W25SH,440,4873,9.03
NW31NH,199,2205,9.02
N160UL,472,5234,9.02
MK430EN,438,4858,9.02
LE44ND,1004,11126,9.02
FY38NX,551,6112,9.02
DH22TT,555,6156,9.02
WA142SS,739,8203,9.01
PO95AG,879,9759,9.01
BN72ND,651,7229,9.01
AL48AS,561,6229,9.01
WA33BZ,783,8704,9.0
NE158LN,753,8371,9.0
M334EE,1505,16735,8.99
HP169EU,135,1502,8.99
BN140EP,679,7554,8.99
B459DQ,415,4617,8.99
WC1N3NG,339,3774,8.98
ST163AA,346,3855,8.98
M147DS,617,6869,8.98
DN68HP,809,9004,8.98
CM159AX,1616,17990,8.98
SE288BE,793,8843,8.97
OX266JJ,1298,14474,8.97
N146PH,478,5327,8.97
BL48DB,1388,15482,8.97
B689LU,52,580,8.97
WS32BA,761,8489,8.96
LE55HJ,566,6319,8.96
BN31FD,730,8149,8.96
B356DL,1454,16232,8.96
WN23AT,880,9837,8.95
WF179ES,1293,14441,8.95
SW166LY,674,7530,8.95
NE346AL,1718,19193,8.95
EN55TD,357,3988,8.95
CM133PD,128,1430,8.95
B82NW,237,2647,8.95
WD174NS,297,3323,8.94
N228NG,564,6306,8.94
HA51HP,171,1912,8.94
DN329BB,444,4968,8.94
DN12EX,1531,17133,8.94
WD33DX,847,9484,8.93
TR36HH,280,3134,8.93
B169HN,175,1959,8.93
WS136AE,712,7978,8.92
ME168JS,971,10886,8.92
DH46HT,1537,17239,8.92
CB25LZ,787,8824,8.92
UB108DQ,500,5612,8.91
SL12JA,804,9019,8.91
SK176JH,1082,12138,8.91
NG42HE,894,10031,8.91
NE311LA,1964,22041,8.91
LS116AW,464,5208,8.91
L364HF,243,2728,8.91
CR07AB,55,617,8.91
WN87DA,39,438,8.9
W21ED,481,5402,8.9
RG12EG,835,9379,8.9
NN114AB,591,6640,8.9
CW71BG,1913,21501,8.9
CH458NY,155,1741,8.9
WD197DT,381,4287,8.89
SS131PN,826,9293,8.89
SK72BE,1073,12076,8.89
N88PL,183,2059,8.89
WA72NZ,240,2702,8.88
TS95AD,523,5891,8.88
ST90DT,412,4639,8.88
N228HB,365,4109,8.88
FY76JY,1296,14594,8.88
BB186PZ,371,4178,8.88
M11PL,465,5241,8.87
WN71ES,1074,12117,8.86
TW107DA,434,4899,8.86
TS103LA,1238,13972,8.86
SK66ES,57,643,8.86
BN163AE,619,6984,8.86
N113DA,376,4250,8.85
M139UJ,1047,11825,8.85
DY11JB,663,7493,8.85
CR35PB,677,7647,8.85
B276BH,710,8025,8.85
TS232LU,1042,11794,8.84
S117PQ,1006,11382,8.84
W86ND,285,3227,8.83
W127JA,610,6906,8.83
SL69BR,687,7779,8.83
RH118XU,306,3465,8.83
LS121XB,449,5083,8.83
E138QE,1014,11478,8.83
CM29AB,989,11202,8.83
WN71BX,1226,13901,8.82
TW122AX,683,7747,8.82
GL71QX,581,6589,8.82
BN227RZ,1612,18280,8.82
NG69DQ,225,2554,8.81
LU11JL,932,10579,8.81
CM186YJ,1204,13669,8.81
CH450LA,961,10905,8.81
B664SJ,244,2769,8.81
WF75BA,480,5453,8.8
W105BE,121,1375,8.8
SK95HZ,331,3761,8.8
AL13HL,1943,22071,8.8
NW17AN,611,6953,8.79
NE289UY,296,3367,8.79
L126QT,271,3083,8.79
DT49BE,521,5933,8.78
WA110LE,299,3408,8.77
TA27PH,947,10796,8.77
SW21NP,456,5201,8.77
ST158PA,1009,11506,8.77
S459NS,1561,17794,8.77
M401NT,979,11168,8.77
HA30DL,102,1163,8.77
DH11QT,854,9733,8.77
BH91LT,887,10112,8.77
BA26UL,646,7368,8.77
SL45BB,176,2009,8.76
SK101AU,132,1506,8.76
MK146BL,1634,18650,8.76
E161EN,485,5538,8.76
BS347PF,424,4840,8.76
B312PE,453,5170,8.76
TN92RS,936,10697,8.75
TN163TL,271,3097,8.75
SW177RL,149,1702,8.75
PR90LE,788,9010,8.75
EX238AF,1407,16083,8.75
BH125BF,701,8012,8.75
BB16NN,435,4970,8.75
WA168HT,543,6212,8.74
N144PL,223,2551,8.74
M167WW,454,5197,8.74
KT187JR,885,10121,8.74
CM61AH,370,4233,8.74
B633HU,52,595,8.74
SK93HX,631,7239,8.72
SE229ET,699,8013,8.72
PO197JG,224,2569,8.72
PE304EA,464,5319,8.72
MK62BG,547,6270,8.72
LS176DW,732,8392,8.72
L181LS,545,6247,8.72
E20AA,269,3085,8.72
ST216DF,185,2124,8.71
S87FD,561,6440,8.71
LA94ED,653,7495,8.71
CO100JQ,382,4384,8.71
SE37EQ,989,11363,8.7
S418LX,773,8884,8.7
PE301DD,839,9646,8.7
MK146HD,510,5860,8.7
LE21HL,400,4600,8.7
KT36AH,248,2850,8.7
CM81BQ,436,5013,8.7
BL09AG,396,4554,8.7
WV132DA,1148,13211,8.69
SE62LQ,578,6651,8.69
DE43LY,454,5223,8.69
CW12JW,897,10317,8.69
CH460PA,1021,11753,8.69
BL35PZ,1228,14134,8.69
SE114DA,360,4146,8.68
PE304DJ,222,2557,8.68
NE611AW,82,945,8.68
N29ED,254,2927,8.68
N134BS,42,484,8.68
M74UF,395,4549,8.68
DN226ES,596,6865,8.68
WN11HX,1732,19985,8.67
TN133TQ,214,2468,8.67
LE32FU,289,3335,8.67
EC1V9HX,257,2964,8.67
CR52BB,467,5386,8.67
CM79DB,1110,12797,8.67
SN110JH,825,9524,8.66
SE39GR,273,3153,8.66
RH106AE,1671,19293,8.66
PR28BP,1133,13087,8.66
LE181NS,380,4390,8.66
L238SN,1338,15451,8.66
KT169AS,1150,13275,8.66
IP13LU,1282,14812,8.66
CW84HD,1051,12140,8.66
BN411DE,1528,17637,8.66
BN13JE,372,4295,8.66
B128JU,388,4480,8.66
RG415EP,1247,14423,8.65
B339LY,565,6531,8.65
TN235AQ,774,8959,8.64
SS09PD,623,7211,8.64
PO14JE,622,7196,8.64
GL142RX,693,8018,8.64
BH107LG,392,4537,8.64
SW99BQ,302,3500,8.63
SW24QY,390,4518,8.63
SW170NN,331,3836,8.63
SK121LA,235,2724,8.63
SE191SB,261,3024,8.63
PO12QF,750,8688,8.63
LE51DR,346,4007,8.63
BS110NA,427,4949,8.63
BR87WL,385,4463,8.63
BH211HG,744,8623,8.63
WA129RH,837,9706,8.62
TW13EJ,414,4803,8.62
TR261SF,531,6157,8.62
OX107QA,975,11328,8.61
HA13UA,138,1602,8.61
E177PJ,1356,15756,8.61
DT11UF,69,801,8.61
DH13HL,356,4133,8.61
CO64EE,549,6376,8.61
CO45LJ,345,4007,8.61
BL17JJ,301,3496,8.61
TW195DJ,86,1000,8.6
TQ45DB,1071,12450,8.6
SN153ER,75,872,8.6
NR321PA,2753,32005,8.6
L203EN,406,4719,8.6
BL18DE,895,10404,8.6
BB67AL,372,4326,8.6
TQ71HQ,191,2223,8.59
SK164DB,365,4249,8.59
DY85SB,1037,12079,8.59
AL21QF,1070,12456,8.59
NW43UX,462,5383,8.58
NG41JB,1042,12142,8.58
LS285HX,598,6972,8.58
DN46EX,940,10961,8.58
DA37QZ,321,3743,8.58
BN111RY,1357,15822,8.58
TN62JD,472,5507,8.57
ST37LH,606,7070,8.57
SO224PP,2766,32268,8.57
RH41UT,832,9707,8.57
OL26QF,491,5726,8.57
ME159BQ,286,3338,8.57
LE156AS,211,2462,8.57
L63AF,579,6754,8.57
HP178EE,1070,12479,8.57
DN75PW,351,4096,8.57
B930HZ,508,5927,8.57
SE41QY,466,5444,8.56
PL198AN,554,6471,8.56
OL104NN,231,2700,8.56
GU185RY,263,3074,8.56
DH85AQ,1661,19405,8.56
DA12EU,347,4053,8.56
CM94GD,719,8395,8.56
WN74AU,336,3928,8.55
TN85HR,111,1299,8.55
LE54BQ,432,5055,8.55
L94RY,392,4587,8.55
DN13AP,13,152,8.55
BN150DJ,458,5357,8.55
SW165TF,201,2355,8.54
PR12QP,434,5081,8.54
EN52LP,348,4074,8.54
CR03SE,262,3069,8.54
AL87QG,424,4963,8.54
RH123XS,352,4127,8.53
NW32BH,437,5121,8.53
NR79XD,394,4620,8.53
N89BE,11,129,8.53
IG39SD,566,6632,8.53
NW119AL,311,3651,8.52
ME44DH,323,3792,8.52
LE167DS,249,2924,8.52
L261UN,429,5038,8.52
HU152EP,1018,11949,8.52
ST41AT,891,10471,8.51
NW62LH,185,2174,8.51
LA127EQ,865,10168,8.51
BN412LH,782,9194,8.51
BB72DL,502,5900,8.51
B296NB,330,3878,8.51
WV38DH,932,10964,8.5
SG86HH,474,5577,8.5
N41QR,443,5214,8.5
L92BW,430,5059,8.5
TR138AB,1141,13434,8.49
E96BB,132,1554,8.49
CV378TA,359,4228,8.49
LE43EG,1010,11912,8.48
BN26PH,383,4518,8.48
BD183NT,1676,19768,8.48
WS107HQ,354,4180,8.47
TS146AY,385,4548,8.47
SE114LD,368,4343,8.47
S651AP,850,10034,8.47
OL158JZ,1242,14661,8.47
HD88AQ,485,5724,8.47
RH16PS,356,4207,8.46
NW104NT,116,1371,8.46
KT11EE,156,1843,8.46
B721TJ,1228,14522,8.46
TN210EJ,405,4795,8.45
NR316SQ,134,1585,8.45
M218AN,305,3608,8.45
LE38BQ,871,10307,8.45
EN118UA,269,3183,8.45
CV81JJ,873,10332,8.45
AL13ET,822,9723,8.45
S601JA,490,5806,8.44
PE14DD,675,7999,8.44
NG72RD,1474,17461,8.44
NE22TB,313,3707,8.44
HP53EZ,641,7598,8.44
FY55BT,745,8827,8.44
CH659AD,551,6532,8.44
TS248AT,417,4944,8.43
M96RA,416,4933,8.43
IP117BX,561,6653,8.43
BN114LD,227,2694,8.43
BB79SW,634,7521,8.43
PR83QF,592,7035,8.42
DE159AW,198,2351,8.42
WD233DJ,551,6549,8.41
SY14ET,688,8184,8.41
SO167AP,1111,13212,8.41
DY51LH,71,844,8.41
WF129PJ,265,3154,8.4
RM188AD,945,11246,8.4
NG69JQ,179,2132,8.4
NE95AH,689,8206,8.4
LE111TQ,944,11237,8.4
DN402EU,705,8394,8.4
SW82JS,501,5974,8.39
SW208DT,336,4004,8.39
NE426HR,334,3983,8.39
HA85NN,408,4862,8.39
WS73XJ,668,7975,8.38
WF131LB,631,7531,8.38
S47UD,1364,16279,8.38
OL101LJ,406,4842,8.38
NE166NF,415,4955,8.38
N43PX,193,2303,8.38
MK402NT,854,10189,8.38
DL81AW,740,8831,8.38
CM11BE,156,1861,8.38
B744NJ,446,5324,8.38
CO62NS,252,3010,8.37
CB114ED,1191,14221,8.37
B634BL,292,3489,8.37
LN57RL,2312,27669,8.36
DE248PZ,965,11544,8.36
SK81HW,327,3915,8.35
SG63DE,705,8442,8.35
PO63AZ,628,7523,8.35
LS157JL,262,3136,8.35
GL52AA,919,11002,8.35
DY32HA,277,3319,8.35
BL81HP,585,7008,8.35
B781DR,765,9166,8.35
RG29EH,689,8257,8.34
M146SG,269,3226,8.34
GU271LQ,766,9188,8.34
DH85NW,219,2627,8.34
BA133DR,437,5241,8.34
WV108BN,1143,13729,8.33
WN23EA,626,7516,8.33
WD246PJ,510,6127,8.32
SS179AB,490,5888,8.32
GU342RE,683,8208,8.32
TS134RP,398,4787,8.31
MK109NJ,651,7838,8.31
HP51EZ,36,433,8.31
E138HL,176,2117,8.31
DN212HD,1083,13026,8.31
CM219JJ,941,11323,8.31
B487LA,470,5655,8.31
SM12BH,20,241,8.3
GU514QL,782,9427,8.3
CA81RW,21,253,8.3
TF28AF,685,8258,8.29
SW184SX,355,4282,8.29
RM111SU,102,1231,8.29
LU54SJ,687,8285,8.29
DN59BL,668,8054,8.29
WD173EW,246,2971,8.28
S101GQ,1211,14630,8.28
RM111TP,776,9373,8.28
IG118SY,1174,14185,8.28
BA148SA,1283,15503,8.28
B360AY,685,8277,8.28
YO187DL,806,9744,8.27
PL68UE,702,8493,8.27
NR13LY,1847,22328,8.27
M337DZ,573,6930,8.27
L234TA,370,4474,8.27
WS66NL,363,4397,8.26
RG87LU,529,6406,8.26
OX47EX,950,11506,8.26
N195QU,196,2374,8.26
LN106SQ,1242,15036,8.26
CV64HN,900,10894,8.26
BN214PR,587,7110,8.26
BB24HU,185,2241,8.26
B289JU,1386,16786,8.26
NW101JY,643,7792,8.25
WN59QX,179,2173,8.24
WA105PJ,721,8750,8.24
SE91AQ,1046,12693,8.24
HP136NR,579,7026,8.24
DE238UB,1430,17357,8.24
CV14BQ,791,9605,8.24
WN22AR,202,2455,8.23
TN316NA,201,2443,8.23
TF42EX,473,5749,8.23
SG87AN,1347,16374,8.23
M144RL,108,1313,8.23
LE101AP,2020,24540,8.23
SP84QH,515,6269,8.22
SO163AY,584,7107,8.22
SK39ET,837,10179,8.22
S207HZ,1194,14518,8.22
MK109BQ,1132,13776,8.22
M125QY,210,2555,8.22
CR26AP,209,2544,8.22
CA11JP,792,9635,8.22
BS374NG,666,8107,8.22
BA25RP,420,5107,8.22
WV108PW,617,7519,8.21
SY25AU,269,3275,8.21
RG279DJ,997,12147,8.21
PE133AB,178,2168,8.21
LE169HF,2122,25843,8.21
DY83XZ,1071,13040,8.21
DY68DN,785,9557,8.21
CV325SZ,167,2033,8.21
BN175PW,467,5685,8.21
RG224EH,457,5574,8.2
GL155HH,327,3989,8.2
CH22LJ,560,6831,8.2
BA214HD,978,11931,8.2
B178PY,226,2756,8.2
SS71EG,757,9246,8.19
SO152GD,246,3002,8.19
CB74ES,1728,21087,8.19
BS43HH,383,4679,8.19
BS312NB,343,4188,8.19
PL74PH,1058,12928,8.18
OX154ES,1131,13819,8.18
M389WH,557,6807,8.18
M342NA,341,4170,8.18
L224RG,682,8340,8.18
SS67LJ,668,8175,8.17
OL101DL,348,4261,8.17
CV377AE,711,8704,8.17
WA118QL,23,282,8.16
SS54DQ,498,6102,8.16
E1W3DD,607,7438,8.16
DA12DJ,338,4144,8.16
SE228SW,335,4111,8.15
PO63ER,843,10349,8.15
CV114LE,1331,16329,8.15
BB104AB,255,3127,8.15
B314RE,717,8793,8.15
S252PS,623,7667,8.13
DN85AU,501,6159,8.13
BA129AF,321,3947,8.13
SE166AE,496,6106,8.12
FY85PA,714,8790,8.12
MK403HS,261,3218,8.11
TS159JT,843,10403,8.1
RM112BS,196,2420,8.1
GU212QH,458,5656,8.1
DA163RA,874,10785,8.1
CW84BA,857,10580,8.1
CM232JT,1010,12464,8.1
BB185DW,93,1148,8.1
M329TR,863,10670,8.09
EX41AP,487,6019,8.09
EN89DF,128,1583,8.09
SL43HJ,241,2983,8.08
NG84PN,1240,15348,8.08
N134AH,293,3624,8.08
TS233JW,346,4288,8.07
SE228HF,717,8888,8.07
HA13UJ,507,6280,8.07
BH231PU,552,6836,8.07
B721SD,737,9136,8.07
WV39NB,285,3537,8.06
WA104HA,439,5450,8.06
UB60HR,586,7269,8.06
NN137EP,771,9562,8.06
WR25AA,554,6884,8.05
TS117LA,946,11745,8.05
SS71QB,368,4571,8.05
MK403JJ,1010,12551,8.05
HA61DB,479,5947,8.05
GL205PR,513,6369,8.05
DA158PG,96,1193,8.05
TQ45BP,282,3508,8.04
OX266AN,682,8486,8.04
LE50QG,1077,13399,8.04
BL12JT,1405,17481,8.04
HR27JZ,1140,14200,8.03
CT11LN,1391,17318,8.03
B448LD,841,10467,8.03
SS141BN,709,8838,8.02
N145HD,233,2904,8.02
L42RT,1265,15777,8.02
IP224QG,1207,15041,8.02
PL219AE,1168,14573,8.01
CR43NH,540,6742,8.01
TW121NJ,118,1475,8.0
SO505JH,1040,13001,8.0
SG36AP,169,2112,8.0
RH191AW,194,2424,8.0
NE325AR,306,3826,8.0
CH422AG,558,6973,8.0
BB128QN,635,7938,8.0
WV23JE,290,3628,7.99
NR14AB,232,2904,7.99
MK428BL,590,7383,7.99
M298DG,1547,19367,7.99
LN121DP,324,4054,7.99
E164HB,561,7024,7.99
CW121JN,2190,27417,7.99
ME159NB,1419,17773,7.98
BR34RJ,613,7681,7.98
SP13TS,931,11677,7.97
SE181SJ,195,2448,7.97
SE120DU,354,4441,7.97
S801PD,207,2597,7.97
LS123AQ,504,6327,7.97
W37RW,448,5629,7.96
ST36BP,913,11466,7.96
CV35FD,341,4285,7.96
BS148PG,428,5380,7.96
B435BB,532,6686,7.96
WN59DL,1446,18186,7.95
SG137EQ,1217,15308,7.95
PE166AF,54,679,7.95
NR351AX,161,2024,7.95
L331XT,529,6657,7.95
EX12FW,431,5420,7.95
CM233AZ,842,10588,7.95
WS109BY,201,2531,7.94
WA41JJ,663,8345,7.94
UB78HJ,296,3729,7.94
TA63BX,112,1410,7.94
OL112JG,1205,15175,7.94
M246TE,480,6048,7.94
L159ED,56,705,7.94
IP287ES,948,11936,7.94
IP130SA,540,6802,7.94
BB12AF,528,6652,7.94
TA64GP,1645,20752,7.93
SP61JD,1459,18408,7.93
SG129EE,1730,21805,7.93
PO301BW,865,10911,7.93
LE129PZ,1148,14478,7.93
L316BR,163,2055,7.93
BB53JD,1166,14704,7.93
SW100LR,394,4976,7.92
SK83BG,513,6478,7.92
M350QH,773,9754,7.92
HD16LQ,544,6871,7.92
B277XH,444,5603,7.92
S649EB,666,8424,7.91
M403HY,544,6875,7.91
M262TQ,837,10583,7.91
CM233AL,551,6964,7.91
CH11HF,728,9204,7.91
ST56AZ,401,5078,7.9
SM71BT,192,2430,7.9
DN119HY,225,2849,7.9
CT117ET,1484,18788,7.9
BN34FN,89,1127,7.9
WS152DZ,356,4514,7.89
TW92NQ,328,4158,7.89
SY82LS,272,3448,7.89
S64GJ,489,6195,7.89
M458GW,588,7449,7.89
B450JA,403,5109,7.89
WS152BA,941,11945,7.88
WA157SP,674,8549,7.88
UB24JJ,349,4429,7.88
MK37LW,818,10384,7.88
DN146RU,494,6268,7.88
BD181BP,359,4553,7.88
WF12QP,1402,17821,7.87
TR12UE,506,6427,7.87
SM53NP,591,7507,7.87
RH67DQ,390,4956,7.87
M343LE,212,2694,7.87
LS116AJ,522,6632,7.87
L281NR,623,7918,7.87
DA161TY,144,1830,7.87
BH241DZ,360,4576,7.87
BH152NN,1734,22041,7.87
BB111TS,291,3696,7.87
B303EL,829,10540,7.87
SO300BJ,908,11555,7.86
SM14DW,845,10749,7.86
PR67PS,110,1400,7.86
NE33PP,397,5048,7.86
IG103ST,668,8500,7.86
HP38QG,570,7252,7.86
DA118JT,273,3472,7.86
CV107DJ,291,3701,7.86
CB236AJ,666,8478,7.86
B388RH,640,8146,7.86
S61SU,372,4739,7.85
DA14JL,508,6473,7.85
