PRACTICE_POSTCODE,Urgent_Count,Total_Count,Pressure_Index_Pct
WA53PG,368,4694,7.84
SO311BJ,373,4759,7.84
WR80QL,818,10453,7.83
S711AN,823,10516,7.83
PR72RL,563,7190,7.83
E113HS,267,3410,7.83
WS121AP,565,7226,7.82
NN27BL,1789,22883,7.82
GU214AB,639,8175,7.82
W93PN,190,2432,7.81
TS268JA,305,3904,7.81
M206AX,698,8935,7.81
HA26EF,349,4466,7.81
DH50JN,1466,18779,7.81
TW50QU,224,2872,7.8
M300EJ,595,7629,7.8
BN251PL,151,1935,7.8
WV81PF,846,10867,7.79
SW209BZ,37,475,7.79
SE38UN,223,2862,7.79
PR33WH,347,4453,7.79
PE389HF,862,11070,7.79
NG85ND,593,7617,7.79
LN24FJ,897,11521,7.79
LE169JU,596,7650,7.79
GU195JH,721,9259,7.79
AL86BQ,308,3956,7.79
YO103EF,1001,12867,7.78
WD195BL,201,2585,7.78
SL98BS,443,5695,7.78
SK65AA,695,8929,7.78
NG36LH,580,7459,7.78
L354LL,572,7348,7.78
IP38JU,696,8943,7.78
CR52RA,467,6001,7.78
BN272AE,438,5632,7.78
SE63HQ,248,3192,7.77
LE126PG,889,11443,7.77
BL84AH,713,9176,7.77
BL31LR,274,3526,7.77
NG57ED,277,3570,7.76
N88HA,272,3505,7.76
N179SX,152,1958,7.76
BR14PH,182,2345,7.76
WS98NS,240,3096,7.75
WR158BA,214,2762,7.75
UB109JR,739,9536,7.75
LS279EN,579,7472,7.75
HA38DD,223,2879,7.75
E58EE,65,839,7.75
WF62AD,707,9135,7.74
TA11SN,1141,14742,7.74
PE25RQ,325,4199,7.74
NN15AN,195,2520,7.74
NG75JA,649,8385,7.74
LE16AS,503,6495,7.74
DA14HG,383,4951,7.74
CM777WW,711,9185,7.74
BR36LH,272,3513,7.74
UB55HE,307,3974,7.73
SW164BT,86,1112,7.73
RG401AT,795,10283,7.73
ME159UF,942,12191,7.73
ME138PG,1097,14185,7.73
LE99JR,479,6199,7.73
CW111FW,405,5236,7.73
B295TX,980,12678,7.73
AL36DL,391,5057,7.73
NN38DW,2029,26273,7.72
L363TN,323,4183,7.72
HU130RB,1343,17402,7.72
GU12AF,636,8243,7.72
CB243BP,376,4869,7.72
YO519HS,445,5770,7.71
S56AD,624,8089,7.71
PO198DU,33,428,7.71
HP100EE,340,4410,7.71
CV31JD,177,2295,7.71
CT187BN,870,11287,7.71
CH470LD,654,8479,7.71
SG14PN,713,9255,7.7
CO50HB,597,7756,7.7
CO28QY,91,1182,7.7
WA144RH,510,6630,7.69
SP102EG,1510,19635,7.69
RG184JP,348,4523,7.69
GU216LJ,365,4746,7.69
DN226DR,297,3860,7.69
DL37HL,702,9134,7.69
PL143XB,1174,15284,7.68
NR319BE,859,11182,7.68
LS177AQ,600,7812,7.68
WF81QT,944,12309,7.67
RG403RB,682,8889,7.67
NR31TL,402,5241,7.67
B263HD,463,6040,7.67
NG138AN,720,9398,7.66
CM61YE,350,4572,7.66
BS151AQ,678,8852,7.66
TN218JD,352,4603,7.65
S704DE,563,7362,7.65
PL23BY,661,8636,7.65
GU47EW,97,1268,7.65
EX108UH,354,4627,7.65
B302AB,726,9491,7.65
SM38JN,291,3809,7.64
S87LD,343,4492,7.64
RH117HL,526,6882,7.64
RH105EX,351,4595,7.64
E161EH,926,12116,7.64
BL35QE,643,8420,7.64
BB185NB,93,1218,7.64
NE242JN,1142,14959,7.63
B458NW,227,2975,7.63
TQ12AL,687,9015,7.62
SS12PW,888,11658,7.62
RG263PX,538,7060,7.62
N11BB,196,2573,7.62
CH37SW,951,12475,7.62
BA51SR,186,2442,7.62
AL97DL,455,5971,7.62
SG76QN,840,11039,7.61
RG109AE,558,7333,7.61
PE339LP,469,6163,7.61
NE215PU,695,9138,7.61
MK44DD,758,9967,7.61
MK410TF,923,12127,7.61
MK111BY,571,7507,7.61
EN89BH,741,9740,7.61
CM129BX,656,8617,7.61
BL36LF,743,9767,7.61
B797QE,47,618,7.61
KT138TS,899,11826,7.6
DE43LU,732,9627,7.6
CO124EQ,360,4736,7.6
PL254TT,888,11692,7.59
OX106RP,160,2107,7.59
NN55BG,41,540,7.59
GL12DB,242,3188,7.59
TS170RR,581,7661,7.58
SP78AR,416,5485,7.58
NG26AX,195,2573,7.58
BH125BL,259,3419,7.58
WS34AX,574,7586,7.57
UB25UL,209,2760,7.57
TW134HX,214,2828,7.57
SW197AF,256,3380,7.57
ST54LY,700,9250,7.57
SR47TU,722,9540,7.57
SL39EN,536,7085,7.57
PL312HB,722,9542,7.57
EX82BW,1163,15363,7.57
CT51DP,144,1903,7.57
CR01JB,505,6675,7.57
CB214HS,361,4766,7.57
WS98PT,126,1667,7.56
TN40NH,764,10104,7.56
LE35PR,1327,17542,7.56
LA59LB,472,6243,7.56
BN214RY,617,8157,7.56
B75DT,509,6729,7.56
YO17HP,735,9737,7.55
SK84DN,558,7390,7.55
NG12AE,401,5313,7.55
HX50EP,152,2014,7.55
HU36HP,2592,34352,7.55
SK68DR,585,7763,7.54
OL11NL,148,1964,7.54
LS83ES,590,7829,7.54
LN67HD,964,12777,7.54
EX11SW,199,2638,7.54
CO111AG,513,6807,7.54
CB18AZ,545,7230,7.54
WN21YX,168,2232,7.53
TN341BA,581,7716,7.53
TA14RL,98,1302,7.53
SS41BE,697,9255,7.53
OL50BA,604,8022,7.53
LU56AA,340,4517,7.53
LU34AD,597,7934,7.52
LE101AD,376,5002,7.52
CV81LS,956,12718,7.52
BL99NS,732,9737,7.52
BA126EW,386,5136,7.52
W60RA,379,5048,7.51
SW129AQ,243,3235,7.51
SS155TR,255,3394,7.51
PR31EA,603,8031,7.51
LS270AH,569,7573,7.51
LN11PE,1272,16947,7.51
DA139JG,355,4725,7.51
BR35JE,542,7220,7.51
BR15AB,302,4023,7.51
TN395AF,430,5735,7.5
RH193JZ,1151,15356,7.5
KT112LA,166,2212,7.5
DN106JQ,705,9400,7.5
DL13BL,558,7444,7.5
B235XB,288,3839,7.5
TN401DF,458,6116,7.49
OX52BP,730,9741,7.49
NW99EG,343,4581,7.49
M264HF,210,2803,7.49
HX64DN,271,3617,7.49
EX187BW,508,6779,7.49
CM08AH,583,7781,7.49
BS92EE,384,5128,7.49
WS111AP,727,9720,7.48
PO191DS,275,3677,7.48
PE38DT,1091,14591,7.48
L77HG,321,4291,7.48
EX151AE,74,989,7.48
TW140JG,550,7362,7.47
TS95DP,624,8358,7.47
SL16LS,380,5084,7.47
RH29BZ,182,2435,7.47
PR55RX,387,5182,7.47
OL66QH,339,4540,7.47
HD96NT,437,5852,7.47
DL37HA,276,3694,7.47
CO139PS,49,656,7.47
NE31DH,442,5922,7.46
M337TQ,342,4585,7.46
CH627HL,636,8526,7.46
WS111EA,1235,16578,7.45
NE46BT,175,2350,7.45
LE29PE,224,3005,7.45
HD95NX,1156,15516,7.45
GU153RB,519,6967,7.45
EX28LB,530,7113,7.45
DE738JA,388,5209,7.45
SK121QY,948,12750,7.44
RG183HH,1086,14591,7.44
GU195EZ,455,6115,7.44
DY148BQ,661,8887,7.44
CV376LW,1394,18726,7.44
ST162LY,41,552,7.43
S612QJ,377,5074,7.43
HD93TP,547,7359,7.43
GU213LQ,1752,23576,7.43
FY81RF,952,12820,7.43
E62LT,323,4349,7.43
DY53AU,227,3054,7.43
BA12ND,117,1574,7.43
TQ122ET,457,6158,7.42
S630JX,563,7588,7.42
PE111EJ,1023,13784,7.42
OX142QA,996,13417,7.42
DT11RY,689,9282,7.42
CM232EJ,736,9914,7.42
SW170LN,355,4792,7.41
SK116DP,353,4764,7.41
PR16YA,1062,14335,7.41
LE46JH,553,7460,7.41
BD128AD,828,11171,7.41
BA22AF,1884,25433,7.41
SL09ND,221,2985,7.4
N90TZ,224,3026,7.4
ME39HU,308,4162,7.4
BR20BW,244,3296,7.4
B360ET,238,3217,7.4
SK83PX,222,3003,7.39
S266RA,860,11637,7.39
NG101JX,213,2883,7.39
ME207LQ,566,7655,7.39
M204BA,331,4477,7.39
IG38LF,181,2449,7.39
NG241TF,1103,14941,7.38
CB74AJ,238,3226,7.38
SO196HQ,430,5835,7.37
HG11BX,562,7630,7.37
HD13TG,450,6102,7.37
DN146AS,666,9034,7.37
DA68BS,488,6618,7.37
DA110DF,379,5142,7.37
WF46LP,1149,15604,7.36
SG191HU,640,8699,7.36
S402BZ,414,5624,7.36
NE262SS,722,9804,7.36
LN59AB,589,8003,7.36
BR20EF,93,1263,7.36
BB112AE,1356,18416,7.36
WA159NA,161,2190,7.35
SE154RX,560,7622,7.35
RG218UL,265,3606,7.35
NW43HB,389,5292,7.35
NW118EN,83,1129,7.35
FY76LT,109,1483,7.35
BN72PF,226,3076,7.35
NE209PW,114,1554,7.34
HD80RN,442,6024,7.34
DY27DJ,578,7878,7.34
BS216NP,632,8615,7.34
BD63AD,717,9766,7.34
B955AT,768,10465,7.34
TW32EP,109,1487,7.33
SG20HL,409,5583,7.33
L137DT,51,696,7.33
WF148AF,1036,14147,7.32
SG175JB,450,6149,7.32
RH121EB,1020,13930,7.32
PE28RQ,66,902,7.32
OX183AD,269,3676,7.32
HD63NF,281,3837,7.32
HA30HQ,469,6409,7.32
DN25BE,908,12405,7.32
BS34EY,260,3550,7.32
B236XA,536,7320,7.32
ST51EL,659,9009,7.31
SE218EZ,148,2025,7.31
IG101NY,502,6867,7.31
CW98UW,314,4294,7.31
BN424FR,559,7645,7.31
BD95EU,1148,15695,7.31
BB55NS,439,6004,7.31
BA24SA,195,2668,7.31
UB40EL,1171,16048,7.3
LE20DT,425,5818,7.3
DY97LL,317,4344,7.3
DE561BZ,893,12239,7.3
CB215JG,922,12629,7.3
YO231AH,91,1249,7.29
ST158JP,524,7189,7.29
PR252TE,758,10403,7.29
DE451EW,624,8561,7.29
WF140HW,294,4038,7.28
SR29QF,641,8809,7.28
S124WH,772,10600,7.28
HP91QB,539,7405,7.28
S819RJ,184,2532,7.27
LS74LF,660,9082,7.27
LN68RZ,797,10960,7.27
KT82QF,304,4179,7.27
TS37PB,1172,16142,7.26
TS183TX,513,7062,7.26
S64JR,275,3788,7.26
PR86LF,765,10531,7.26
NN126AF,470,6476,7.26
ME138PH,271,3735,7.26
DL41AL,540,7441,7.26
CB58HA,1141,15712,7.26
WA37PQ,798,11005,7.25
SO169QX,857,11814,7.25
NG52EL,146,2013,7.25
LS64AY,653,9010,7.25
LE54LE,321,4428,7.25
HA30QJ,187,2578,7.25
DA49HP,87,1200,7.25
WN74LR,444,6129,7.24
SK73EP,224,3095,7.24
NW11JB,424,5853,7.24
LS185NQ,373,5155,7.24
BS324DX,1170,16153,7.24
WD231BD,492,6801,7.23
SO533AP,831,11490,7.23
RH163PH,608,8404,7.23
PR19BY,322,4456,7.23
BD212AU,1643,22739,7.23
BB67AA,43,595,7.23
SK81AX,424,5873,7.22
SK230EZ,707,9787,7.22
RG224LQ,620,8589,7.22
BL96BG,423,5857,7.22
BB26JW,713,9876,7.22
BA151DA,950,13160,7.22
WA141JD,275,3812,7.21
ST101EP,375,5200,7.21
N80RP,93,1290,7.21
BB51HN,351,4866,7.21
SK41LW,106,1473,7.2
PO130JY,1145,15913,7.2
PE317QB,375,5208,7.2
OL36HZ,355,4931,7.2
LS72PW,1365,18947,7.2
HG58AS,735,10203,7.2
BS82QB,344,4775,7.2
BN21EA,231,3208,7.2
WD245BH,737,10247,7.19
NW73RJ,109,1517,7.19
NE425PU,535,7446,7.19
MK410SE,971,13514,7.19
DE249AD,135,1877,7.19
CM186LY,833,11583,7.19
BN443RJ,470,6539,7.19
BD47PT,1097,15258,7.19
RM83HB,205,2857,7.18
LS82AT,550,7664,7.18
IP333AZ,589,8209,7.18
SY45DZ,119,1660,7.17
SR83PG,569,7932,7.17
S727ND,469,6544,7.17
OL82BS,859,11977,7.17
M218TL,240,3348,7.17
B797BX,523,7295,7.17
TA245DJ,340,4747,7.16
PE216SR,687,9601,7.16
NG55NX,482,6733,7.16
LE27LN,339,4735,7.16
DN58BB,571,7976,7.16
BN59HF,243,3394,7.16
TS78DU,577,8068,7.15
PE111JW,614,8584,7.15
IG26RD,422,5904,7.15
HX28AU,662,9253,7.15
BS70PD,479,6702,7.15
BS140JW,221,3092,7.15
SK27JB,459,6430,7.14
LS71BB,660,9244,7.14
CO49SR,300,4200,7.14
WV164EJ,487,6831,7.13
WA119QA,657,9212,7.13
TF75AU,372,5217,7.13
RG145DT,37,519,7.13
PE216PE,308,4317,7.13
LS134AJ,351,4925,7.13
BB128JH,465,6526,7.13
SS118AW,1066,14972,7.12
SL63NR,55,772,7.12
S62UB,543,7625,7.12
NN11HH,449,6308,7.12
LU12QR,2308,32432,7.12
HA48HW,241,3384,7.12
DL78EQ,69,969,7.12
BN236DG,50,702,7.12
BH256NT,417,5857,7.12
B289HS,361,5072,7.12
PE78GX,601,8456,7.11
N90PD,422,5932,7.11
L192LW,269,3781,7.11
BD100BN,552,7769,7.11
B975SF,846,11892,7.11
B664BL,853,11992,7.11
WV81HF,311,4383,7.1
WS124DH,240,3379,7.1
TN231PF,707,9957,7.1
S625NF,439,6181,7.1
NW99QD,138,1944,7.1
KT171TG,1251,17622,7.1
FY39BU,802,11301,7.1
DL146HS,727,10238,7.1
BN229QH,608,8562,7.1
AL73PP,232,3267,7.1
TF32JZ,727,10248,7.09
E130PB,345,4863,7.09
CB61NE,723,10202,7.09
CB237DS,347,4897,7.09
BS397LH,569,8029,7.09
AL86SZ,759,10711,7.09
SM39DL,172,2430,7.08
SK91PA,633,8943,7.08
M250EQ,522,7368,7.08
GU149DS,663,9371,7.08
CV346AB,613,8664,7.08
SO318BR,773,10929,7.07
NR293RW,274,3877,7.07
IP14HD,1246,17634,7.07
HU92AA,1611,22802,7.07
DN226LA,208,2940,7.07
YO213ER,728,10311,7.06
RH123HB,350,4954,7.06
PR90PA,1388,19668,7.06
NR337LL,84,1190,7.06
E182AB,448,6349,7.06
DE553DA,541,7666,7.06
WN11XP,1152,16344,7.05
WF92SE,192,2725,7.05
TN12BJ,21,298,7.05
TA44NW,480,6809,7.05
NG241JR,1286,18244,7.05
M345BD,105,1489,7.05
LS298UA,309,4384,7.05
LE652PT,65,922,7.05
HP234AB,150,2129,7.05
HD34HZ,1011,14340,7.05
DY76HF,254,3605,7.05
BH256BZ,62,879,7.05
TN240RW,178,2529,7.04
TN131XA,745,10589,7.04
RG401XG,1282,18207,7.04
NE258BE,521,7400,7.04
LE55FD,239,3396,7.04
LE25WE,459,6522,7.04
DY52PR,522,7410,7.04
CB101LS,375,5324,7.04
BS78NR,181,2570,7.04
WF120QR,868,12346,7.03
TN218AE,264,3755,7.03
TF31FB,1193,16961,7.03
TA66PZ,486,6914,7.03
SE155RS,419,5960,7.03
LE673WD,691,9831,7.03
E29PJ,305,4338,7.03
CO58RA,391,5562,7.03
CM201JH,420,5972,7.03
BL53RS,426,6060,7.03
BD100ED,407,5790,7.03
S37RX,209,2976,7.02
N134NP,111,1582,7.02
HA28HS,450,6414,7.02
CO102SX,1259,17935,7.02
BB51DQ,971,13828,7.02
W127NU,182,2596,7.01
S59GS,475,6772,7.01
NR316RQ,41,585,7.01
NE661PY,70,998,7.01
M445DX,384,5480,7.01
B706PJ,213,3039,7.01
B688DP,470,6707,7.01
B645LT,53,756,7.01
TN377AG,1651,23589,7.0
SS92LZ,401,5729,7.0
DN163QS,247,3529,7.0
BS351HB,78,1115,7.0
B187QL,334,4774,7.0
TW209QR,108,1545,6.99
ST200GP,523,7483,6.99
SO408WU,685,9796,6.99
SE29LH,189,2702,6.99
ME44DL,557,7966,6.99
IP141HF,528,7552,6.99
DH79HW,354,5067,6.99
WV59JE,179,2565,6.98
WS13AB,670,9600,6.98
HU93LP,1153,16519,6.98
WF93AP,174,2495,6.97
RM175ET,105,1507,6.97
PE150DA,324,4649,6.97
NN32JG,792,11366,6.97
NE34RU,772,11070,6.97
M245RU,1617,23194,6.97
SW114LR,27,388,6.96
SG141JA,746,10713,6.96
IP171DF,308,4425,6.96
HX75LL,575,8256,6.96
FY16LA,451,6479,6.96
E126SA,441,6334,6.96
WR11QN,703,10115,6.95
WR113LF,524,7536,6.95
S23UA,97,1396,6.95
LS278HE,1128,16227,6.95
DH88LU,170,2445,6.95
BS138HJ,238,3422,6.95
WR98EF,504,7264,6.94
TQ138NQ,222,3199,6.94
S459LS,771,11102,6.94
CR78LY,152,2191,6.94
B709LB,1415,20400,6.94
W37DA,215,3101,6.93
SS72BN,353,5091,6.93
CR36QB,188,2711,6.93
CB41UZ,961,13865,6.93
SS12NE,655,9472,6.92
SP13FF,211,3048,6.92
SK25EH,486,7021,6.92
S358QB,201,2906,6.92
RG48AA,448,6477,6.92
GU152JQ,318,4596,6.92
DN161NR,253,3658,6.92
SE136BG,110,1593,6.91
RG120TH,381,5511,6.91
DE12GJ,567,8209,6.91
SW111JD,30,435,6.9
SG51NQ,2880,41717,6.9
S668LH,399,5781,6.9
OL130LD,700,10141,6.9
L156TB,538,7797,6.9
CV81LY,364,5276,6.9
CA93QX,41,594,6.9
BL90NJ,84,1217,6.9
BL09HT,826,11964,6.9
NR21DS,53,769,6.89
NG123NL,332,4822,6.89
LS184RJ,600,8707,6.89
GL52HN,171,2481,6.89
CO27DU,400,5805,6.89
ST57HZ,768,11166,6.88
SL57AQ,123,1788,6.88
M282PD,294,4272,6.88
DE248QH,472,6861,6.88
BS206PR,993,14425,6.88
BN271DQ,502,7293,6.88
B360LN,484,7030,6.88
WD37DJ,538,7836,6.87
SG52JT,102,1485,6.87
PR27AA,903,13139,6.87
OX43XH,1729,25174,6.87
OL45AA,236,3434,6.87
GU470TF,491,7148,6.87
EN51LJ,137,1994,6.87
E173HX,298,4339,6.87
CM11NZ,779,11335,6.87
RM175SW,95,1385,6.86
NE65AH,57,831,6.86
HU192QB,303,4417,6.86
CW55NX,79,1152,6.86
B602LA,487,7096,6.86
SG75NR,558,8151,6.85
PE109NB,1768,25802,6.85
KT174PP,46,672,6.85
CH468TQ,236,3444,6.85
AL13TJ,541,7900,6.85
ST179YA,1061,15506,6.84
KT146NE,75,1096,6.84
HR68NQ,94,1375,6.84
BA201EG,494,7220,6.84
PR74HE,318,4659,6.83
GU479DE,989,14478,6.83
DN121JD,610,8928,6.83
DA163EB,746,10921,6.83
WR38PZ,325,4764,6.82
SS155PT,157,2301,6.82
MK65AZ,125,1833,6.82
L328RE,209,3066,6.82
CB249LF,1031,15113,6.82
WA20QG,380,5582,6.81
ST86HS,909,13349,6.81
SK118AA,523,7681,6.81
M409DJ,354,5202,6.81
CV58DQ,159,2335,6.81
BN99QX,635,9328,6.81
BD37EH,422,6200,6.81
WA160DA,251,3692,6.8
SY11TP,549,8074,6.8
PL158BA,266,3912,6.8
BS251HD,174,2560,6.8
WS110HP,72,1060,6.79
TS159AU,152,2240,6.79
TF42LL,947,13947,6.79
TA11DB,83,1223,6.79
SO403AQ,495,7289,6.79
SL43DG,309,4553,6.79
SG76BG,562,8282,6.79
RH159DY,1090,16059,6.79
OL128PW,771,11351,6.79
FY41DR,500,7362,6.79
BS78TR,627,9230,6.79
BH241JD,758,11164,6.79
BD71AD,217,3195,6.79
SO181FZ,532,7845,6.78
PO64FG,487,7188,6.78
BN159LQ,930,13718,6.78
B974BG,892,13147,6.78
UB108BA,45,665,6.77
SO186BT,148,2186,6.77
SK44HS,919,13573,6.77
LE45LJ,309,4567,6.77
CW14AU,366,5403,6.77
NR349SH,398,5884,6.76
NG77DA,174,2574,6.76
LE174EQ,753,11133,6.76
HX20LY,745,11015,6.76
DN11SD,911,13470,6.76
CW39EA,275,4066,6.76
BS166BP,896,13249,6.76
BB126SX,1498,22159,6.76
TW136BG,252,3733,6.75
TN376BS,186,2754,6.75
SO152AQ,68,1007,6.75
S401TX,685,10155,6.75
NG182JL,618,9161,6.75
LS102EU,492,7284,6.75
LE40RX,674,9984,6.75
KT152BQ,228,3376,6.75
E146GG,264,3911,6.75
BN113QA,151,2237,6.75
SY148NR,601,8923,6.74
ST56PL,175,2598,6.74
SK25JL,158,2344,6.74
SE109FZ,716,10624,6.74
S401BA,318,4716,6.74
NN15BE,1027,15238,6.74
LE77AB,1108,16436,6.74
UB12RW,220,3270,6.73
ST135DN,926,13762,6.73
SM68SF,295,4386,6.73
S71FJ,224,3326,6.73
S361BX,333,4947,6.73
NG21QA,299,4441,6.73
CV344RA,745,11063,6.73
BS216EW,668,9930,6.73
BN19JG,241,3581,6.73
B761NQ,183,2721,6.73
WD173AH,372,5535,6.72
SE191QG,325,4838,6.72
NW67HR,153,2277,6.72
CO11PX,125,1861,6.72
BB185AT,301,4478,6.72
SS09DD,983,14641,6.71
LS123PE,306,4558,6.71
GL556JX,58,865,6.71
CW16EJ,172,2562,6.71
WN86PW,908,13545,6.7
SO163BJ,362,5402,6.7
SN253DQ,726,10842,6.7
S80RY,450,6719,6.7
S56HH,245,3654,6.7
S24LW,540,8062,6.7
BS82LG,296,4415,6.7
SN17BY,204,3049,6.69
PE13LE,413,6170,6.69
HA55QY,328,4904,6.69
WA94EU,803,12024,6.68
SW177BG,88,1318,6.68
SG188DJ,372,5566,6.68
RM11DT,309,4628,6.68
BH191HS,378,5657,6.68
WV37DF,765,11470,6.67
W23JH,78,1170,6.67
SN21AD,111,1665,6.67
NN84PW,879,13173,6.67
RM81XU,97,1456,6.66
RH175LJ,275,4130,6.66
PO211QN,779,11705,6.66
MK125JR,606,9100,6.66
LS158DZ,692,10386,6.66
GU85HU,369,5543,6.66
WF41NF,362,5446,6.65
ST74EH,219,3292,6.65
SS88AA,542,8149,6.65
LA231AB,490,7370,6.65
KT122SB,610,9174,6.65
PO91AA,580,8739,6.64
M262SH,197,2969,6.64
LS260DB,474,7138,6.64
IP20RD,369,5558,6.64
GU526NY,484,7290,6.64
EN118FN,208,3131,6.64
E49RD,525,7909,6.64
CV370AQ,323,4863,6.64
CT66PD,600,9036,6.64
WN80AH,371,5600,6.63
SG12HW,285,4296,6.63
S404AQ,823,12421,6.63
ME207LN,616,9298,6.63
DN85NX,475,7165,6.63
BS42QB,1713,25820,6.63
BA129BR,313,4719,6.63
WF160DY,819,12377,6.62
PE261AE,645,9746,6.62
OL26QW,699,10559,6.62
DE723HE,702,10600,6.62
CR26EQ,54,816,6.62
CO11PY,612,9238,6.62
BH119DS,701,10590,6.62
TN91EP,48,726,6.61
S730DD,294,4449,6.61
MK401QE,344,5205,6.61
M333HD,340,5146,6.61
IG12LW,112,1694,6.61
HP91LW,396,5995,6.61
DN357DN,577,8733,6.61
CB21DP,406,6139,6.61
B388SD,254,3845,6.61
TN376AS,73,1106,6.6
SW129AZ,68,1031,6.6
ST42EQ,1351,20461,6.6
SS93NJ,219,3320,6.6
OX108DL,120,1817,6.6
BS119TU,583,8840,6.6
BR11PW,440,6668,6.6
YO311AN,1141,17311,6.59
WV125EA,714,10841,6.59
WD245EP,492,7461,6.59
SL38LE,326,4947,6.59
NE270NL,40,607,6.59
MK80AS,198,3006,6.59
LE26EN,158,2399,6.59
E106AA,188,2854,6.59
DN50AT,174,2641,6.59
WS66JZ,458,6965,6.58
SN104QH,90,1368,6.58
SE18XH,31,471,6.58
PO167DP,291,4424,6.58
DN344GB,513,7795,6.58
IG63DX,259,3940,6.57
CO92NJ,517,7868,6.57
BD37ND,411,6258,6.57
PO191RP,694,10583,6.56
CO40ET,739,11271,6.56
CH21AE,57,869,6.56
BN16AG,270,4116,6.56
BH152NZ,441,6719,6.56
WS107HB,413,6301,6.55
SS91BW,476,7265,6.55
LE127RX,336,5127,6.55
DL54NW,714,10894,6.55
DE238PF,740,11294,6.55
CO79PP,326,4977,6.55
BD39TY,769,11741,6.55
TW152BW,431,6592,6.54
SG180JE,334,5105,6.54
SE270SR,682,10429,6.54
NE65JT,587,8971,6.54
ME157LW,332,5080,6.54
LS249AD,851,13004,6.54
GU73RB,515,7875,6.54
BN159PS,283,4325,6.54
TN288LN,562,8609,6.53
ST41AR,331,5066,6.53
SK42LL,532,8149,6.53
PO332EN,816,12502,6.53
PE275BH,651,9977,6.53
IP224BE,478,7325,6.53
BD200PP,926,14186,6.53
BB80RY,88,1347,6.53
B114DA,148,2268,6.53
NG36DG,1027,15757,6.52
NG35JU,1033,15854,6.52
LA229AN,267,4097,6.52
CO34EQ,1036,15883,6.52
TN279QU,162,2488,6.51
SK164LG,749,11500,6.51
L380BN,201,3088,6.51
DY31JA,385,5913,6.51
CV213QF,246,3779,6.51
CB42DD,141,2166,6.51
SE58DX,73,1123,6.5
LN119QE,562,8647,6.5
LE45EE,658,10128,6.5
BS419AH,372,5725,6.5
TN126AX,361,5566,6.49
ST42JX,244,3761,6.49
SK26BY,389,5994,6.49
NG51FW,311,4790,6.49
TA245PB,481,7424,6.48
DN145BU,512,7903,6.48
BH119NJ,608,9383,6.48
PR30ZB,745,11515,6.47
NW73LJ,77,1191,6.47
NG52EF,56,865,6.47
CV59JB,318,4913,6.47
CR51SG,85,1314,6.47
HU179EY,525,8126,6.46
HA53EE,103,1595,6.46
GU299HH,290,4489,6.46
EX166AH,950,14713,6.46
DN68DN,382,5913,6.46
B629BB,470,7278,6.46
B324HB,331,5120,6.46
WS11HR,134,2078,6.45
TN249AF,572,8864,6.45
PE252AR,433,6716,6.45
LN11SR,1020,15823,6.45
HA35EQ,252,3910,6.45
GU527QP,892,13839,6.45
ST86AA,312,4841,6.44
NN100AA,144,2237,6.44
NE611NB,968,15025,6.44
M11FN,491,7627,6.44
KT111HT,570,8846,6.44
CW55BG,502,7798,6.44
YO84HE,1318,20482,6.43
TS233QB,409,6363,6.43
RH159DR,496,7708,6.43
NG71PZ,548,8528,6.43
M436HE,506,7869,6.43
CW111DH,363,5645,6.43
WF43EF,297,4629,6.42
UB81QU,449,6989,6.42
HD33XA,152,2367,6.42
GU12AA,1700,26489,6.42
EX12SN,635,9890,6.42
CR52NH,352,5480,6.42
YO304RZ,642,10011,6.41
SW196ER,335,5224,6.41
HU55AW,107,1669,6.41
RM64AL,660,10310,6.4
HX48AG,393,6142,6.4
DY60HA,139,2173,6.4
DN76RY,455,7108,6.4
DE12QS,722,11280,6.4
CT146AB,356,5559,6.4
CA81NT,809,12634,6.4
WD50BT,370,5787,6.39
W1T6NA,107,1675,6.39
TN248UL,20,313,6.39
RG141JX,663,10380,6.39
OX284AW,1053,16470,6.39
L336XE,90,1408,6.39
CR35UH,272,4254,6.39
B258TH,706,11056,6.39
NN141SN,1036,16235,6.38
GU97LP,1399,21934,6.38
B145QJ,423,6625,6.38
PE131RA,362,5681,6.37
BD235LS,504,7910,6.37
NG101BY,761,11972,6.36
B661AQ,517,8132,6.36
WR141JB,805,12673,6.35
WC1X8RH,149,2346,6.35
RH130LY,12,189,6.35
M114WE,912,14363,6.35
LE25DQ,573,9017,6.35
DE742LA,622,9801,6.35
CW55ET,415,6534,6.35
BN214HZ,75,1182,6.35
WF175SB,595,9388,6.34
WA32QZ,451,7118,6.34
S668LA,175,2759,6.34
IG75PZ,238,3753,6.34
HP65BD,496,7818,6.34
CV311NG,305,4812,6.34
CM179TE,1341,21152,6.34
BS31RE,1075,16965,6.34
B619LJ,135,2128,6.34
IP13LN,1863,29418,6.33
TS159XN,482,7625,6.32
N213AL,290,4586,6.32
LE55HH,884,13988,6.32
GL501HX,317,5016,6.32
E149WU,312,4938,6.32
BA112AH,723,11444,6.32
RG264HN,427,6771,6.31
LE113AG,606,9608,6.31
IP29TH,659,10439,6.31
GU153LN,255,4040,6.31
CM08BG,462,7319,6.31
CA110FA,289,4580,6.31
BA99AA,180,2854,6.31
B151LD,174,2757,6.31
SY11UW,124,1967,6.3
LU27UG,937,14873,6.3
LE31AU,386,6123,6.3
E174PW,24,381,6.3
M332TB,44,700,6.29
HA49PG,287,4565,6.29
GU33NA,617,9811,6.29
