PRACTICE_CODE,PRACTICE_POSTCODE,total_rows,total_cot,total_uda,avg_uda_per_cot,child_count,nonpaying_count,paying_count,band1,band2a,band2b,band2c,band3,urgent_count,free_count,reg11_count
V002826,CB9 9DZ,75,8084,17482.0,2.16,20,24,31,12,12,12,10,10,12,3,4
V002829,NR32 3AZ,70,9390,16918.4,1.8,20,22,28,12,12,12,6,11,12,4,1
V002831,RM10 7YX,109,14223,32132.8,2.26,36,35,38,26,18,13,9,13,27,2,1
V002832,IG11 8EN,79,10544,25973.6,2.46,23,24,32,12,12,12,11,12,12,4,4
V002833,RM8 1YR,76,3515,11852.6,3.37,22,24,30,12,12,12,10,11,12,3,4
V002837,SK7 3EP,66,3095,4960.8,1.6,20,21,25,12,12,12,2,12,12,3,0
V002838,SK7 2BE,68,12076,23562.8,1.95,20,21,27,12,12,12,1,12,12,3,4
V002839,SK6 1DJ,77,14763,30251.2,2.05,24,22,31,12,12,12,10,12,12,4,3
V002843,SK3 0LX,79,7502,17679.6,2.36,25,24,30,12,12,12,12,12,12,5,2
V002844,SK8 5DB,67,7769,13923.6,1.79,20,20,27,12,12,12,5,10,12,2,2
V002848,SK8 7EL,43,1068,1531.2,1.43,18,11,14,12,12,5,3,3,8,0,0
V002855,ME12 1UN,159,13570,32583.8,2.4,50,48,61,32,30,27,3,25,35,5,2
V002856,LA14 5TW,23,216,317,1.47,9,5,9,11,6,3,0,3,0,0,0
V002858,RH4 3HR,21,346,437.2,1.26,16,5,0,8,5,1,0,3,4,0,0
V002862,DN2 5BE,253,12405,23705.0,1.91,73,77,103,47,45,45,21,36,46,12,1
V002863,KT17 4PP,46,672,1041.2,1.55,17,10,19,12,10,7,1,6,10,0,0
V002864,KT18 5BH,70,8198,15004.8,1.83,22,23,25,12,12,12,9,12,12,0,1
V002865,KT17 4DB,60,5180,7641.6,1.48,17,19,24,12,12,10,5,9,12,0,0
V002869,KT17 1HF,68,2334,6213.8,2.66,19,21,28,12,12,12,5,11,12,4,0
V002870,KT19 8EX,35,2042,2939.2,1.44,20,14,1,9,8,6,1,5,6,0,0
V002871,ME12 1AB,55,4816,10266.4,2.13,17,20,18,12,12,12,0,7,12,0,0
V002876,M27 8FB,29,748,4703.0,6.29,0,29,0,6,6,5,0,6,6,0,0
V002877,KT10 0AA,65,6742,10621.8,1.58,20,22,23,12,12,12,5,12,12,0,0
V002880,KT19 0AA,52,856,1814.4,2.12,20,13,19,12,12,10,1,9,8,0,0
V002883,KT19 9EX,93,13216,23656.6,1.79,27,24,42,17,20,17,9,12,12,3,3
V002887,EX16 6RR,130,9688,20697.6,2.14,35,41,54,24,25,21,13,14,26,4,2
V002888,E10 5AB,76,5011,17636.2,3.52,24,24,28,12,12,12,12,12,12,3,1
V002889,E10 5NA,71,5917,14748.0,2.49,23,24,24,12,12,12,11,12,12,0,0
V002892,E10 5QE,76,3823,16506.6,4.32,22,24,30,12,12,12,10,12,12,4,2
V002894,E10 6AA,63,2854,7393.6,2.59,20,22,21,12,12,12,2,11,12,2,0
V002897,E10 6AP,41,2732,5938.0,2.17,18,20,3,10,9,8,0,6,8,0,0
V002899,KT19 0PG,74,14784,22536.4,1.52,23,24,27,12,12,12,11,12,12,1,1
V002900,E10 7EA,70,5244,12777.4,2.44,21,22,27,12,12,12,5,11,12,4,2
V002901,KT20 5PU,72,8035,19827.2,2.47,22,23,27,12,12,12,9,12,12,0,2
V002903,E11 1DT,67,2979,7181.4,2.41,19,22,26,12,12,12,3,11,12,5,0
V002905,SY3 0HT,63,4476,7165.6,1.6,18,20,25,12,12,12,1,10,12,4,0
V002907,E11 1HH,62,4607,15155.6,3.29,17,22,23,12,12,12,5,9,12,0,0
V002909,E11 3HS,72,3410,6738.6,1.98,18,24,30,12,12,12,8,10,12,3,3
V002910,LS1 4AF,68,6698,15473.4,2.31,20,22,26,12,12,12,6,12,12,2,0
V002912,E11 3NW,73,5128,12078.2,2.36,22,20,31,12,12,12,6,11,12,5,3
V002914,KT8 2QF,70,4179,7429.8,1.78,21,22,27,12,12,12,8,11,12,3,0
V002916,E17 3AG,67,3320,9922.8,2.99,21,22,24,12,12,12,6,12,12,1,0
V002917,E17 3HX,71,4339,11124.6,2.56,21,22,28,12,12,12,6,11,12,3,3
V002919,E17 4PW,58,381,1129.8,2.97,15,21,22,12,12,12,1,8,10,0,0
V002920,E17 4RX,64,2563,8373.6,3.27,16,20,28,12,12,12,2,9,11,4,2
V002921,E17 5JN,80,9497,22834.4,2.4,23,24,33,12,12,12,10,12,12,5,2
V002922,E17 6PU,61,5853,16862.6,2.88,19,21,21,12,12,12,3,10,12,0,0
V002923,DN1 2HS,72,6939,14594.8,2.1,19,23,30,12,12,12,7,11,12,2,4
V002924,E17 7DB,77,9532,21031.2,2.21,25,25,27,12,12,12,11,12,15,3,0
V002925,E17 7PJ,81,15756,36523.8,2.32,23,26,32,13,13,12,9,12,15,4,3
V002927,DN4 7JA,66,5653,12779.2,2.26,17,21,28,12,12,12,5,9,12,4,0
V002928,E17 9BD,83,8527,29115.4,3.41,26,26,31,12,14,12,12,12,15,4,2
V002930,E4 8HH,67,3995,8724.0,2.18,21,22,24,12,12,12,4,12,12,3,0
V002934,ME12 1NL,61,1495,3298.2,2.21,20,20,21,12,12,12,0,12,10,2,1
V002935,E4 9AA,32,727,1825.4,2.51,11,12,9,7,7,7,2,3,6,0,0
V002937,ME12 4AX,22,359,1255.6,3.5,1,21,0,5,4,3,2,3,4,0,0
V002938,WF12 8DJ,120,8099,15022.6,1.85,38,38,44,24,24,24,4,13,24,4,3
V002939,WF12 0QR,88,12346,22646.4,1.83,32,24,32,16,17,15,7,12,15,3,3
V002942,WF13 2HQ,70,5942,11904.6,2.0,21,24,25,12,12,12,7,12,12,2,0
V002944,WF14 0HW,69,4038,8709.6,2.16,21,20,28,12,12,12,5,12,12,4,0
V002946,WF16 0DY,70,12377,24650.4,1.99,22,21,27,12,12,12,7,12,12,3,0
V002947,WF16 0JU,58,1852,2957.4,1.6,14,20,24,12,12,10,0,8,12,2,2
V002948,BD18 3NT,77,19768,38767.2,1.96,22,24,31,12,12,12,10,12,12,4,3
V002949,WF17 5SB,74,9388,19507.0,2.08,22,22,30,12,12,12,8,12,12,4,2
V002950,LS2 9HB,98,4934,11414.0,2.31,28,31,39,15,20,12,12,12,21,5,1
V002952,ME10 1NA,41,4294,8224.2,1.92,20,20,1,8,8,8,0,8,8,0,1
V002955,LS4 2HD,131,6842,13710.0,2.0,35,43,53,24,24,24,11,19,23,5,1
V002956,DN1 2EX,75,9629,20192.0,2.1,21,23,31,12,12,12,8,10,12,6,3
V002959,DN4 7HA,76,6458,17708.0,2.74,23,21,32,12,12,12,8,12,12,4,4
V002960,BD3 7ND,69,6258,14294.2,2.28,21,24,24,12,12,12,9,11,12,1,0
V002961,DN4 6EX,73,10961,19880.6,1.81,21,24,28,12,12,12,12,9,12,4,0
V002964,ME10 2AR,74,8483,17521.0,2.07,24,24,26,12,12,12,12,12,12,2,0
V002965,HA0 4TH,81,7098,15989.4,2.25,28,24,29,14,13,13,11,12,13,4,1
V002968,LS6 3AN,66,6179,12143.6,1.97,19,21,26,12,12,12,7,9,12,1,1
V002970,NW9 9EG,66,4581,12159.4,2.65,22,22,22,12,12,12,5,11,12,1,1
V002972,LS6 4AY,73,9010,17852.4,1.98,20,23,30,12,12,12,9,10,12,4,2
V002973,LS6 1EG,68,5438,10265.0,1.89,20,22,26,12,12,12,8,10,12,2,0
V002974,LS6 2AD,75,10606,19865.8,1.87,22,24,29,12,12,12,10,12,12,4,1
V002976,HA3 0XS,70,5458,12281.8,2.25,22,22,26,12,12,12,8,12,12,2,0
V002977,ME12 2RN,21,381,522.2,1.37,15,6,0,8,5,1,0,3,4,0,0
V002979,HA3 0XN,58,1510,3922.0,2.6,20,21,17,12,11,11,2,10,10,2,0
V002980,DN1 2EX,67,7156,14015.6,1.96,17,21,29,12,12,12,4,9,12,4,2
V002982,NW9 8LU,61,3559,7548.6,2.12,20,20,21,12,12,12,0,12,12,1,0
V002986,HA3 0UN,59,1407,4274.6,3.04,20,20,19,12,12,12,0,11,12,0,0
V002987,LS16 5BG,70,5428,9991.4,1.84,19,23,28,12,12,12,9,9,12,3,1
V002989,DN2 5JA,77,9354,17567.0,1.88,24,23,30,12,12,12,7,11,12,7,4
V002990,ME12 4DZ,22,864,3649.2,4.22,0,20,2,4,4,4,0,4,6,0,0
V002991,HA3 0HQ,66,6409,13962.8,2.18,22,22,22,12,12,12,5,12,12,1,0
V002992,TF10 7AX,65,2098,4395.6,2.1,18,21,26,12,12,12,5,10,12,2,0
V002993,LS8 2AT,77,7664,14516.8,1.89,24,24,29,12,12,12,11,12,12,5,1
V002996,LA14 1DL,94,13251,27059.2,2.04,25,32,37,15,19,15,3,11,23,5,3
V002998,LS8 1NU,69,6699,15947.4,2.38,20,21,28,12,12,12,5,12,12,4,0
V003000,LS18 4RJ,68,8707,14435.0,1.66,20,20,28,12,12,11,5,12,12,4,0
V003002,HA3 9RT,77,10678,24381.4,2.28,23,24,30,12,12,12,11,12,12,3,3
V003005,HA3 0QJ,109,2578,10079.8,3.91,40,44,25,12,22,20,16,15,16,8,0
V003009,LS20 9BT,62,3423,5041.4,1.47,19,21,22,12,12,12,2,10,12,2,0
V003010,LS8 4HT,74,6697,15548.4,2.32,23,24,27,12,12,12,11,12,12,3,0
V003011,NE23 1BA,68,4959,10091.6,2.04,22,22,24,12,12,12,7,10,12,3,0
V003014,NE5 2BP,109,10022,21779.8,2.17,32,34,43,18,24,17,6,15,24,5,0
V003017,HA9 8EL,73,3720,8728.0,2.35,20,23,30,12,12,12,8,11,12,4,2
V003018,DN1 2EX,17,348,491.2,1.41,17,0,0,4,4,4,1,0,3,1,0
V003019,HA3 0QA,72,5306,13339.8,2.51,23,24,25,12,12,12,12,11,12,1,0
V003021,DN1 2HS,70,2162,5751.0,2.66,19,22,29,12,12,12,7,10,12,4,1
V003022,HA3 0DL,66,1163,2737.4,2.35,18,21,27,12,12,12,5,9,12,3,1
V003026,DN1 1SD,89,13470,30399.0,2.26,24,29,36,15,15,15,10,14,12,5,3
V003027,LS21 1BQ,63,3071,5031.8,1.64,18,20,25,12,12,12,1,10,12,4,0
V003028,HA9 9AB,56,2129,9013.6,4.23,20,24,12,11,10,10,7,8,8,2,0
V003029,LS21 1AE,2,13,13.2,1.02,2,0,0,1,0,0,0,0,1,0,0
V003031,DN4 6NJ,13,586,1792,3.06,4,1,8,0,9,4,0,0,0,0,0
V003033,ST14 8TH,55,3754,6712.6,1.79,13,17,25,12,12,11,1,8,3,5,3
V003035,HA1 3UA,59,1602,2815.6,1.76,16,21,22,12,12,11,3,9,12,0,0
V003036,LS16 7NR,53,2931,3658.6,1.25,28,18,7,13,8,6,0,5,19,2,0
V003037,HA1 3UJ,71,4707,9450.0,2.01,21,23,27,12,12,12,7,12,12,4,0
V003040,EX1 2ED,69,2403,3194.6,1.33,21,24,24,12,12,12,0,10,12,1,0
V003043,ME15 6QE,37,651,975.6,1.5,13,12,12,12,10,11,0,1,3,0,0
V003046,LA4 5LU,74,3242,10180.0,3.14,21,24,29,12,12,12,12,10,11,4,1
V003047,NE15 6TB,91,6101,16743.8,2.74,26,30,35,15,16,13,6,12,24,3,2
V003048,ME15 7LW,70,5080,11879.4,2.34,22,23,25,12,12,12,6,12,12,4,0
V003050,HA9 6DG,76,7962,17109.4,2.15,23,22,31,12,12,12,9,12,12,4,3
V003052,HA8 5LE,46,281,588.8,2.1,14,14,18,12,11,9,0,8,6,0,0
V003053,NG14 7DA,27,409,1477.2,3.61,0,26,1,4,5,5,2,6,4,1,0
V003056,NW9 6NB,67,3225,6202.2,1.92,20,22,25,12,12,12,3,11,12,3,1
V003057,LS17 6HQ,87,9724,15908.2,1.64,25,25,37,12,14,13,5,12,24,5,2
V003058,NG24 1JR,75,18244,31151.2,1.71,23,22,30,12,12,12,8,12,12,4,3
V003059,ME16 8TR,50,2738,3868.4,1.41,21,16,13,12,12,9,1,7,9,0,0
V003063,NW10 3EN,57,923,3012.0,3.26,17,20,20,10,12,12,0,9,12,2,0
V003064,LS17 8RE,92,6245,11759.4,1.88,21,39,32,15,16,17,6,10,23,4,1
V003065,NG24 1TF,78,14941,26268.4,1.76,24,24,30,12,12,12,12,12,12,4,2
V003066,NW10 3JL,61,868,2156.4,2.48,16,20,25,12,12,12,4,8,12,0,1
V003067,ME15 9UF,71,12191,25246.4,2.07,20,23,28,12,12,12,6,12,12,4,1
V003068,NW10 3JL,69,1911,5207.8,2.73,20,22,27,12,12,12,5,12,12,4,0
V003069,IP22 4BE,127,7325,13827.6,1.89,33,42,52,24,24,24,6,17,24,8,0
V003070,LS17 5AX,59,2548,3372.6,1.32,18,20,21,12,12,12,0,10,12,1,0
V003071,NG21 0JP,102,8683,15900.0,1.83,31,32,39,24,21,14,4,12,24,2,1
V003072,IP24 2DT,60,2465,5230.2,2.12,18,18,24,12,12,10,0,10,12,4,0
V003073,NG25 0DN,48,1759,3085.2,1.75,18,20,10,9,12,9,0,6,12,0,0
V003075,LS22 6SL,143,12873,22644.2,1.76,39,42,62,24,24,23,10,23,24,8,6
V003077,LS22 6NZ,40,1520,2107.4,1.39,18,21,1,8,8,8,1,6,8,1,0
V003078,DN7 5PW,66,4096,13653.2,3.33,20,21,25,12,12,12,1,11,12,5,1
V003079,DN11 0TS,66,2503,4638.6,1.85,17,21,28,12,12,11,4,9,12,2,4
V003080,DN11 9QJ,58,3698,5804.8,1.57,14,18,26,12,12,8,3,7,12,4,0
V003081,DN7 6RY,70,7108,13815.4,1.94,21,20,29,12,12,12,4,12,12,4,2
V003082,DN3 3AL,66,5005,10056.6,2.01,20,20,26,12,12,12,2,10,12,5,1
V003083,DN8 5AU,72,6159,11920.0,1.94,20,23,29,12,12,12,8,11,12,4,1
V003084,DN10 6JQ,75,9400,16727.8,1.78,24,22,29,12,12,12,10,12,12,4,1
V003085,DN8 5NX,71,7165,13913.0,1.94,21,22,28,12,12,12,7,11,12,5,0
V003088,LS23 7AZ,27,482,1619.0,3.36,0,24,3,4,4,4,2,4,5,2,0
V003089,ME16 8JS,79,10886,26183.0,2.41,24,24,31,12,12,12,12,12,12,4,3
V003091,ME16 0DP,43,1402,1854.2,1.32,21,10,12,12,12,6,2,4,6,1,0
V003093,ME17 2QD,71,8607,16542.2,1.92,23,20,28,12,12,12,6,12,12,5,0
V003095,TN12 0AH,23,532,642.6,1.21,17,3,3,10,4,3,0,2,4,0,0
V003097,TN12 0BL,67,2711,7264.0,2.68,21,23,23,12,12,12,6,12,12,1,0
V003100,E6 2BH,156,19115,46631.6,2.44,46,52,58,27,28,26,21,14,31,5,4
V003102,E7 8LE,59,3498,6019.2,1.72,17,21,21,12,12,12,1,8,12,2,0
V003103,SK8 4QB,77,11138,19298.0,1.73,24,22,31,12,12,12,9,12,12,5,3
V003105,ME20 7LQ,68,7655,13805.2,1.8,20,23,25,12,12,12,7,12,12,1,0
V003106,E13 0RQ,68,2636,9144.0,3.47,21,22,25,12,12,12,4,12,12,4,0
V003109,E15 4BZ,69,5690,15264.8,2.68,22,23,24,12,12,12,8,12,12,1,0
V003110,SK2 7DD,76,12126,28525.2,2.35,22,24,30,12,12,12,10,12,12,4,2
V003111,E6 5LX,74,7784,19229.2,2.47,24,24,26,12,12,12,11,12,12,3,0
V003112,SK2 7JB,70,6430,11293.8,1.76,20,21,29,12,12,12,5,12,12,4,1
V003113,SK7 4PL,68,4489,8739.6,1.95,21,20,27,12,12,12,4,12,12,4,0
V003114,E6 2LT,72,4349,9533.4,2.19,22,23,27,12,12,12,9,12,12,3,0
V003116,E6 1AD,76,7857,19138.0,2.44,22,24,30,12,12,12,10,12,12,4,2
V003119,SK8 3BG,71,6478,13431.6,2.07,22,24,25,12,12,12,10,12,12,1,0
V003120,SK8 3PX,69,3003,5759.4,1.92,18,21,30,12,12,12,3,9,12,5,4
V003122,E6 3BA,53,1470,6113.4,4.16,20,24,9,8,9,10,8,9,9,0,0
V003124,E7 0EW,71,7172,21236.8,2.96,22,24,25,12,12,12,9,12,12,0,2
V003125,E7 8NW,74,4274,13437.0,3.14,23,24,27,12,12,12,12,11,12,1,2
V003126,SK4 4QG,72,11340,19553.2,1.72,20,24,28,12,12,12,7,11,12,4,1
V003129,TN17 3EE,31,1169,1500.8,1.28,17,14,0,8,8,3,0,6,6,0,0
V003132,E12 5AD,87,6685,13268.2,1.98,27,31,29,15,21,13,3,7,24,4,0
V003134,E12 6SA,72,6334,21223.2,3.35,20,24,28,12,12,12,7,12,12,2,3
V003135,TN2 4JS,38,1153,1977.6,1.72,19,18,1,8,8,7,0,7,8,0,0
V003136,E12 5AQ,53,5530,10199.2,1.84,18,20,15,11,10,11,1,8,11,0,1
V003138,SK4 3BY,135,10953,21447.0,1.96,39,42,54,24,24,23,9,23,24,7,1
V003139,E13 0PB,65,4863,14317.8,2.94,21,22,22,12,12,12,4,12,12,0,1
V003141,E13 8HL,71,2117,6092.6,2.88,21,23,27,12,12,12,10,10,12,3,0
V003143,E13 8QE,78,11478,28499.8,2.48,24,24,30,12,12,12,12,12,12,3,3
V003148,E13 9EU,41,8166,24747,3.03,15,14,12,12,12,12,0,4,0,0,0
V003150,ME14 1UZ,27,669,1838.0,2.75,0,24,3,4,5,4,5,5,4,0,0
V003151,E13 8PS,61,3067,5846.6,1.91,18,21,22,12,12,10,3,10,12,1,1
V003154,E13 9AP,71,5893,17486.4,2.97,23,24,24,12,12,12,11,12,12,0,0
V003156,E15 4LY,61,2730,5017.4,1.84,20,20,21,12,12,12,3,10,12,0,0
V003159,E16 1EN,68,5538,18556.8,3.35,21,23,24,12,12,12,8,12,12,0,0
V003161,E16 4HB,75,7024,19447.2,2.77,24,23,28,12,12,12,8,12,12,4,3
V003162,E16 2DS,30,765,1955.2,2.56,10,9,11,6,6,5,5,4,4,0,0
V003163,ME6 5AG,76,5663,12193.8,2.15,24,24,28,12,12,12,12,12,12,3,1
V003164,TN27 9QU,62,2488,4761.2,1.91,19,20,23,12,12,12,2,10,12,2,0
V003165,AL5 1QQ,74,16145,36629.4,2.27,22,24,28,12,12,12,9,12,12,3,2
V003173,HP16 9EU,42,1502,2870.4,1.91,20,21,1,9,8,8,2,7,8,0,0
V003177,FY3 9BU,74,11301,24786.0,2.19,23,20,31,12,12,12,7,12,12,4,3
V003184,ME12 4AA,27,356,826.2,2.32,0,21,6,6,6,4,1,5,5,0,0
V003185,ME9 9QJ,42,1355,2020,1.49,14,13,15,12,12,8,1,8,0,1,0
V003186,SR5 2HY,103,27363,52212.0,1.91,30,30,43,18,15,12,10,12,24,8,4
V003190,HD7 5QX,72,9530,17534.8,1.84,23,22,27,12,12,12,8,12,12,4,0
V003191,HD8 9AE,66,2748,5028.2,1.83,19,20,27,12,12,12,2,11,12,4,1
V003192,HD8 9HR,68,3658,6823.4,1.87,20,21,27,12,12,12,5,11,12,3,1
V003193,HD8 8AQ,72,5724,10849.0,1.9,20,21,31,12,12,12,5,12,12,4,3
V003194,HD8 0RN,73,6024,11259.2,1.87,21,23,29,12,12,12,9,11,12,4,1
V003195,HD8 0HB,73,5939,11051.4,1.86,21,21,31,12,12,12,5,11,12,6,3
V003200,HD9 6NT,66,5852,9317.4,1.59,18,20,28,12,12,12,5,9,12,4,0
V003202,E6 5LX,14,311,473,1.52,12,2,0,6,4,4,0,0,0,0,0
V003204,GU29 9NX,63,3819,7878.6,2.06,19,21,23,12,12,12,2,11,12,2,0
V003205,RH12 1HJ,58,2522,3547.6,1.41,18,17,23,12,12,9,1,10,12,2,0
V003209,RH10 1ND,105,1058,1708.4,1.61,44,36,25,36,31,16,1,6,15,0,0
V003211,SK4 4HS,73,13573,25630.8,1.89,21,23,29,12,12,12,9,11,12,4,1
V003212,SK4 2LL,129,8149,14487.2,1.78,37,42,50,24,24,24,6,21,24,5,1
V003214,SK6 8DR,72,7763,14225.8,1.83,21,23,28,12,12,12,8,12,12,3,1
V003215,SK6 7AD,62,2129,3899.8,1.83,19,20,23,12,12,12,4,10,12,0,0
V003218,LA23 2EQ,38,639,977.8,1.53,20,14,4,11,9,5,0,6,6,1,0
V003219,LA9 5AS,61,1980,3681.4,1.86,17,16,28,12,12,9,4,8,11,4,1
V003220,TN23 1JJ,50,907,1529.8,1.69,20,13,17,12,10,7,0,9,10,2,0
V003222,DN6 8DN,74,5913,11960.4,2.02,24,22,28,12,12,12,8,12,12,4,2
V003223,DN5 9TG,76,11996,27688.8,2.31,24,23,29,12,12,12,11,12,12,4,1
V003225,DN12 3JH,64,3315,7114.2,2.15,17,21,26,12,12,12,1,10,11,4,2
V003226,CB23 6AJ,75,8478,15237.0,1.8,25,22,28,12,12,12,10,12,12,5,0
V003227,DN5 0AT,60,2641,6248.8,2.37,19,20,21,12,12,12,0,11,12,0,1
V003229,DN5 8BB,74,7976,18810.2,2.36,20,23,31,12,12,12,7,12,12,4,3
V003230,DN6 8HP,74,9004,16860.4,1.87,22,22,30,12,12,12,7,12,12,5,2
V003231,DN5 9BL,85,8054,17796.6,2.21,24,27,34,14,12,12,9,12,20,4,2
V003232,DN12 3DB,95,10465,21717.2,2.08,28,32,35,14,18,15,6,14,24,4,0
V003233,S64 0DB,72,3977,7466.4,1.88,21,22,29,12,12,12,7,12,12,4,1
V003234,LA14 5QH,66,3479,7599.6,2.18,17,21,28,12,12,12,5,9,12,4,0
V003241,SK6 6ES,44,643,1622.2,2.52,16,19,9,11,10,9,0,6,8,0,0
V003242,LA4 6BY,131,6052,12105.4,2.0,37,41,53,24,24,24,8,18,24,6,2
V003243,SK6 5AA,68,8929,14880.2,1.67,19,21,28,12,12,12,4,10,12,5,1
V003244,SK2 6BY,64,5994,12436.2,2.07,18,21,25,12,12,12,6,9,12,1,0
V003245,SK2 5AR,57,7264,13018.8,1.79,16,20,21,12,12,12,0,8,12,1,0
V003246,SK2 5JL,65,2344,3929.6,1.68,18,20,27,12,12,11,3,10,12,3,2
V003247,SK1 4AB,143,7884,17307.6,2.2,40,48,55,24,24,24,18,21,24,7,1
V003248,SK2 5EH,70,7021,14153.2,2.02,20,22,28,12,12,12,6,12,12,4,0
V003250,SK5 6RN,75,5755,11566.4,2.01,22,23,30,12,12,12,9,12,12,4,2
V003252,DN12 4AT,99,6615,13503.2,2.04,28,28,43,15,34,21,3,10,12,4,0
V003253,ME14 5DY,58,5561,10818.0,1.95,18,19,21,12,12,12,0,9,12,1,0
V003255,SK5 7EN,72,8010,14604.6,1.82,23,22,27,12,12,12,8,11,12,5,0
V003256,SK6 4HT,77,6196,11060.2,1.79,23,22,32,12,12,12,7,12,12,5,4
V003259,SK2 6QZ,68,1956,4930.4,2.52,20,21,27,12,12,12,7,10,12,3,0
V003263,LA2 6DZ,28,1249,1574.2,1.26,18,9,1,9,7,4,0,2,6,0,0
V003264,SK6 1NB,62,2806,5015.6,1.79,20,19,23,12,12,11,0,12,12,3,0
V003265,TN23 3JJ,41,1350,2852.4,2.11,20,21,0,8,8,8,2,7,8,0,0
V003271,HA0 2DW,124,9302,22340.2,2.4,34,41,49,23,23,18,12,19,21,4,4
V003272,TN24 0RW,66,2529,6080.4,2.4,21,20,25,12,12,12,4,11,12,1,2
V003273,LS17 7AQ,71,7812,12630.8,1.62,20,23,28,12,12,12,8,11,12,4,0
V003275,CA8 1NT,106,12634,20871.0,1.65,30,32,44,18,20,17,9,12,24,4,2
V003277,TN30 6HT,22,1388,1783.6,1.29,19,1,2,4,4,4,0,3,5,1,1
V003278,HD1 6LQ,105,6871,19901.4,2.9,27,47,31,19,18,20,8,13,18,7,2
V003279,HD1 6JE,98,4494,8604.6,1.91,27,29,42,15,20,15,6,13,24,5,0
V003280,HD1 2RD,74,9889,20469.0,2.07,23,23,28,12,12,12,10,12,12,3,1
V003282,DN6 0HY,77,8219,18650.2,2.27,25,24,28,12,12,12,12,12,12,5,0
V003283,S64 9EB,109,8424,20187.2,2.4,34,35,40,24,24,24,11,10,12,3,1
V003284,HD1 4LF,99,1274,2101.8,1.65,36,35,28,24,23,18,2,15,16,1,0
V003285,TN24 8JY,79,16738,34492.0,2.06,23,24,32,12,12,12,11,12,12,4,4
V003286,LA6 2AL,70,2837,6617.4,2.33,21,21,28,12,12,12,5,10,12,5,2
V003288,DN11 0NS,69,10122,20800.8,2.06,21,21,27,12,12,12,5,12,12,4,0
V003291,HD1 4DT,84,24165,52710.6,2.18,36,21,27,16,16,15,6,13,12,6,0
V003292,DN7 5AA,57,2126,3626.2,1.71,13,18,26,12,12,7,0,8,12,4,2
V003293,DY3 3TA,62,3354,6648.6,1.98,17,20,25,12,12,12,1,9,12,4,0
V003296,TN24 8UL,40,313,540.0,1.73,16,11,13,12,9,7,2,1,9,0,0
V003300,HD1 3TG,143,6102,17817.8,2.92,40,48,55,24,24,24,17,23,24,7,0
V003303,HD3 4HZ,78,14340,25073.2,1.75,24,24,30,12,12,12,12,12,12,4,2
V003304,HD3 3XA,70,2367,5863.2,2.48,22,21,27,12,12,11,8,12,12,3,0
V003305,HD3 3NF,72,7322,13387.4,1.83,21,21,30,12,12,12,6,12,12,4,2
V003308,HD4 5RL,68,4115,11128.0,2.7,19,23,26,12,12,12,7,9,12,4,0
V003310,LA9 4NQ,21,500,771,1.54,15,4,2,7,6,3,0,5,0,0,0
V003311,HD5 8LR,73,11863,21169.0,1.78,22,22,29,12,12,12,9,11,12,4,1
V003312,HD5 0JE,64,1622,4387.6,2.71,21,16,27,12,12,11,3,12,8,4,2
V003313,HD5 8PZ,50,1131,1961.8,1.73,20,18,12,12,12,6,0,8,11,1,0
V003314,HD5 9BU,73,7608,16838.8,2.21,22,23,28,12,12,12,9,12,12,4,0
V003315,HD5 8DB,62,3868,6820.2,1.76,19,19,24,12,12,11,1,9,12,5,0
V003317,B75 5BL,46,784,1140.4,1.45,11,17,18,12,12,9,0,4,9,0,0
V003318,B42 1ES,64,9509,16963.0,1.78,17,22,25,12,12,12,2,9,12,4,1
V003324,DY3 1JA,69,5913,13585.0,2.3,21,20,28,12,12,12,3,12,12,3,3
V003326,TN23 5GR,64,1936,3144.0,1.62,17,23,24,12,12,12,6,9,12,0,0
V003329,TN23 1PF,70,9957,21401.4,2.15,20,24,26,12,12,12,9,11,12,1,1
V003340,LA9 4RF,75,10007,18282.6,1.83,24,22,29,12,12,12,9,12,12,5,1
V003342,LA12 7EQ,72,10168,19847.2,1.95,20,23,29,12,12,12,7,12,12,4,1
V003347,DY1 1JG,72,9456,32804.4,3.47,22,22,28,12,12,12,7,12,12,4,1
V003348,TN23 7SG,90,17050,32023.6,1.88,28,21,41,19,20,18,5,11,12,4,0
V003349,HD1 5NE,72,7744,16967.4,2.19,22,24,26,12,12,12,10,12,12,2,0
V003354,ME1 1BD,44,998,1436.4,1.44,17,18,9,12,10,7,3,3,9,0,0
V003355,NE13 6LW,94,6242,13023.6,2.09,25,28,41,18,18,15,4,15,17,4,2
V003356,ME1 1DJ,70,6261,11748.8,1.88,20,24,26,12,12,12,8,12,12,2,0
V003358,NE11 0EN,65,5474,11296.2,2.06,17,20,28,12,12,12,4,8,12,4,1
V003361,WV14 9EP,70,5252,11529.0,2.2,22,20,28,12,12,12,6,12,12,3,1
V003362,NW10 1JY,65,7792,17558.6,2.25,20,20,25,12,12,12,2,12,12,2,0
V003364,NW2 6JH,72,5557,13690.6,2.46,22,22,28,12,12,12,7,12,12,4,1
V003365,AL5 4EP,67,6186,11352.0,1.84,21,22,24,12,12,12,6,12,12,1,0
V003367,DY1 1JB,74,7493,16437.6,2.19,22,21,31,12,12,12,6,12,12,4,4
V003371,NW2 3HY,113,8261,14552.0,1.76,36,41,36,25,22,16,8,17,25,0,0
