PRACTICE_CODE,PRACTICE_POSTCODE,total_rows,total_cot,total_uda,avg_uda_per_cot,child_count,nonpaying_count,paying_count,band1,band2a,band2b,band2c,band3,urgent_count,free_count,reg11_count
V005435,BR8 7AP,76,2069,3188.4,1.54,29,23,24,16,22,14,1,6,17,0,0
V005436,BL2 6PA,77,14931,26933.4,1.8,23,22,32,12,12,12,9,11,12,5,4
V005437,BR8 7AT,101,10112,18336.2,1.81,27,30,44,16,24,20,7,12,16,4,2
V005438,DA3 7EG,41,1685,3061.0,1.82,19,20,2,8,8,8,0,7,8,1,1
V005439,S5 6AD,110,8089,19080.8,2.36,29,34,47,21,25,17,10,17,12,6,2
V005440,S70 1AW,72,7988,19040.6,2.38,21,23,28,12,12,12,8,12,12,3,1
V005441,S5 6HH,92,3654,8683.2,2.38,27,34,31,18,21,14,4,12,21,2,0
V005442,S35 2US,74,13797,25094.0,1.82,20,23,31,12,12,12,9,10,12,4,3
V005443,S5 8BE,165,8397,17563.2,2.09,48,54,63,30,31,25,6,27,36,7,3
V005446,S5 9GS,72,6772,14587.8,2.15,20,24,28,12,12,12,7,12,12,4,1
V005447,DA3 7QZ,70,3743,6749.2,1.8,23,21,26,14,12,12,4,12,12,3,1
V005450,S5 9ND,73,4302,9243.8,2.15,23,21,29,12,12,12,7,12,12,4,2
V005452,DA3 8PR,59,2145,4500.4,2.1,19,19,21,12,12,11,2,11,11,0,0
V005453,DA12 1EN,64,5114,13882.4,2.71,21,22,21,12,12,12,4,12,12,0,0
V005454,SS15 6AZ,63,1276,2245.2,1.76,23,20,20,12,12,11,5,10,11,2,0
V005455,BL3 3PZ,73,8072,15539.0,1.93,22,21,30,12,12,12,6,12,12,5,2
V005456,DN31 1EY,128,27657,48961.2,1.77,40,48,40,23,20,20,11,17,29,4,4
V005457,W6 7JP,63,1471,3535.4,2.4,19,22,22,12,12,12,4,11,12,0,0
V005458,DA1 1YW,78,6010,16197.8,2.7,24,23,31,12,12,12,9,12,12,5,4
V005459,TN16 3TL,67,3097,6598.2,2.13,22,22,23,12,12,12,7,12,12,0,0
V005460,W6 7AF,74,8659,23736.0,2.74,23,24,27,12,12,12,11,12,12,0,3
V005463,DA1 2EU,66,4053,9527.4,2.35,20,20,26,12,12,12,2,12,12,3,1
V005464,SW10 0LR,63,4976,10830.8,2.18,16,21,26,12,12,12,3,8,12,4,0
V005465,CR0 1RB,80,18959,53677.0,2.83,24,24,32,12,12,12,12,12,12,4,4
V005467,S72 8SU,132,5953,12467.6,2.09,27,47,58,29,30,25,5,15,21,5,2
V005470,BR6 0LF,68,2407,6436.6,2.67,27,24,17,10,12,10,8,10,10,6,2
V005471,M20 6AX,73,8935,19288.0,2.16,20,22,31,12,12,12,6,12,12,4,3
V005472,M19 1WA,69,4693,10295.4,2.19,16,24,29,12,12,12,8,8,12,4,1
V005475,M23 9HN,59,2370,3527.0,1.49,17,22,20,12,12,10,3,9,12,1,0
V005478,NG9 5BA,66,5556,9331.4,1.68,20,20,26,12,12,12,3,12,12,3,0
V005480,M20 4RQ,56,1201,3001.0,2.5,14,20,22,12,12,11,0,8,10,3,0
V005481,NG9 5EH,61,4812,9675.0,2.01,19,20,22,12,12,12,0,11,12,1,1
V005483,M22 9TD,145,20137,50599.0,2.51,42,44,59,24,24,22,14,22,24,10,5
V005484,NG16 3AW,59,2266,5797.8,2.56,17,20,22,12,12,12,0,9,12,1,1
V005485,DA10 0AG,133,5139,9896.2,1.93,36,42,55,27,36,28,3,11,24,4,0
V005487,NG16 3GD,71,9511,19290.0,2.03,22,23,26,12,12,12,7,12,12,4,0
V005490,M20 3HE,77,4561,11700.2,2.57,24,24,29,12,12,12,12,12,12,4,1
V005491,NG15 7SL,105,32012,67240.8,2.1,32,33,40,18,18,18,10,17,18,5,1
V005492,DA13 9JG,66,4725,7630.4,1.61,19,21,26,12,12,12,1,11,12,4,2
V005493,M20 6DF,33,743,1049.0,1.41,19,13,1,9,8,5,0,5,6,0,0
V005497,M23 0DF,77,14632,27698.4,1.89,23,23,31,12,12,12,8,12,12,6,3
V005498,DA10 0BF,61,2447,4426.0,1.81,18,20,23,12,12,12,0,9,12,4,0
V005504,NN10 0GP,66,5880,9168.2,1.56,23,20,23,12,12,12,2,12,12,4,0
V005506,S40 1BA,67,4716,8975.6,1.9,20,21,26,12,12,12,4,12,12,2,0
V005508,M22 1UB,73,6099,12612.0,2.07,23,23,27,12,12,12,9,12,12,3,1
V005511,OX16 9YJ,13,149,148,0.99,10,2,1,7,4,0,0,1,0,1,0
V005515,OX15 5NF,27,698,1020.0,1.46,9,8,10,6,5,4,0,8,4,0,0
V005517,OX15 4ES,132,13819,24504.8,1.77,37,42,53,24,24,24,12,19,23,5,1
V005522,OX16 5NG,100,2296,3792.8,1.65,36,27,37,23,21,18,3,16,19,0,0
V005524,CB7 4AJ,67,3226,5501.6,1.71,20,21,26,12,12,11,5,11,12,4,0
V005535,OX4 4HS,130,10199,19834.6,1.94,37,45,48,24,26,25,13,17,25,0,0
V005537,CB7 4ES,77,21087,33176.0,1.57,23,23,31,12,12,12,9,12,12,5,3
V005538,OX2 9LG,54,1799,3643.8,2.03,20,20,14,12,12,10,0,9,11,0,0
V005541,OX1 2NA,72,6465,12826.0,1.98,23,22,27,12,12,12,9,12,12,3,0
V005542,HA8 8LX,69,7153,13397.2,1.87,20,22,27,12,12,12,7,11,12,3,0
V005544,BB11 4NS,62,1409,3774.2,2.68,20,19,23,12,12,10,4,10,10,4,0
V005545,OX2 7JF,69,9230,17443.2,1.89,21,23,25,12,12,12,8,12,12,1,0
V005546,OX3 7BL,65,818,1746.2,2.13,22,11,32,18,17,12,3,4,11,0,0
V005548,MK40 2RN,28,574,789.6,1.38,17,8,3,11,7,3,0,3,4,0,0
V005551,OX3 8DJ,57,975,1587.6,1.63,18,18,21,12,12,10,2,9,12,0,0
V005554,NW7 3RE,98,4040,6431.0,1.59,33,32,33,15,18,14,9,11,26,4,0
V005555,OX2 7BD,15,388,486.8,1.25,15,0,0,4,4,2,0,1,4,0,0
V005557,OX1 2LH,66,4343,7841.6,1.81,22,21,23,13,12,12,1,12,15,0,1
V005558,OX3 7BH,59,4272,6181.4,1.45,16,21,22,12,12,12,1,8,12,2,0
V005559,PE13 1HQ,68,4127,7256.4,1.76,21,22,25,12,12,12,5,11,12,3,1
V005562,MK40 1RN,74,6729,18065.0,2.68,22,24,28,12,12,12,9,12,12,2,3
V005564,NW4 3HB,71,5292,10505.8,1.99,20,21,30,12,12,12,5,11,12,4,3
V005565,CW12 1JN,77,27417,45010.4,1.64,23,24,30,12,12,12,10,12,12,5,2
V005568,OX4 3LR,65,2912,8734.2,3.0,19,21,25,12,12,12,5,11,12,0,1
V005571,OX3 9JA,9,302,371.0,1.23,3,3,3,2,2,1,0,0,3,1,0
V005572,CW12 4AN,38,1549,2032.2,1.31,19,15,4,12,8,7,1,4,6,0,0
V005574,DN35 0AB,78,9690,17940.8,1.85,21,26,31,14,13,13,6,11,15,4,2
V005579,PE15 0DA,66,4649,8591.4,1.85,24,23,19,12,12,10,6,11,10,4,1
V005582,MK40 3QY,70,3145,6918.6,2.2,20,22,28,12,12,12,6,11,12,5,0
V005583,NW7 3JR,65,2328,5345.0,2.3,21,22,22,12,12,12,2,12,12,2,0
V005587,S45 9PG,70,8223,17771.8,2.16,20,23,27,12,12,12,7,12,12,0,2
V005592,BB18 5DW,57,1148,1888.6,1.65,20,15,22,12,12,8,2,10,11,2,0
V005594,BB10 1LA,57,1132,1993.4,1.76,18,23,16,12,12,8,5,8,12,0,0
V005595,CW5 5ED,35,3363,4223.0,1.26,23,12,0,8,8,4,2,3,8,2,0
V005598,CW5 5ET,73,6534,11666.0,1.79,23,22,28,12,12,12,9,10,12,6,0
V005599,S41 8LX,73,8884,17809.6,2.0,21,24,28,12,12,12,9,12,12,3,1
V005600,CW5 5NF,30,596,1180.0,1.98,18,11,1,7,7,7,0,3,6,0,0
V005601,M16 8FB,143,7789,15274.2,1.96,43,44,56,24,24,24,12,24,24,7,4
V005602,MK40 3HS,65,3218,6257.4,1.94,17,22,26,12,12,12,5,8,12,4,0
V005603,M14 7DS,109,6869,18136.8,2.64,29,36,44,22,23,22,10,13,13,3,3
V005605,M18 8LY,72,5292,11874.4,2.24,22,23,27,12,12,12,8,12,12,4,0
V005606,M14 4LP,65,6556,15222.0,2.32,20,22,23,12,12,12,2,12,12,3,0
V005607,M14 7BZ,70,4634,11716.0,2.53,19,23,28,12,12,12,7,10,12,4,1
V005609,SK10 5EJ,66,5010,9135.0,1.82,21,20,25,12,12,11,6,12,12,1,0
V005612,SK12 2AA,67,3013,6384.4,2.12,19,21,27,12,12,12,5,10,12,3,0
V005613,BR2 9QQ,43,2832,5707.4,2.02,20,21,2,8,8,8,1,8,8,0,2
V005615,BL4 8DB,75,11013,22602.6,2.05,24,24,27,12,12,12,12,12,12,2,1
V005622,CW7 2DP,20,527,780,1.48,14,6,0,8,6,4,0,2,0,0,0
V005623,CW8 2NR,70,6234,11953.4,1.92,21,23,26,12,12,12,6,12,12,4,0
V005624,SK10 1AU,69,1506,3133.4,2.08,21,23,25,12,12,12,9,11,12,0,1
V005625,BR3 6LH,62,3513,9227.4,2.63,18,21,23,12,12,12,3,11,11,1,0
V005628,RG2 7HE,81,13192,26207.8,1.99,24,25,32,14,12,12,10,12,15,4,2
V005630,RG2 0EG,60,1159,3017.8,2.6,22,19,19,12,12,12,2,11,10,1,0
V005632,BR1 3NH,40,1847,5685.4,3.08,18,20,2,8,8,8,0,6,8,1,1
V005633,RG1 7NL,87,31565,67263.8,2.13,27,27,33,15,15,12,12,12,15,4,2
V005634,RG31 5AT,45,3538,5319.8,1.5,21,17,7,12,10,7,1,7,8,0,0
V005636,CW8 3NG,22,959,1414.6,1.48,22,0,0,4,4,4,2,4,4,0,0
V005637,RG8 7AE,28,654,828.2,1.27,13,5,10,12,8,1,1,2,4,0,0
V005639,SK11 6UT,71,8441,15899.6,1.88,20,22,29,12,12,12,6,12,12,4,1
V005640,M21 8AN,65,3608,6643.0,1.84,19,21,25,12,12,12,5,11,12,1,0
V005641,RG1 7UZ,50,1776,7858.4,4.42,19,23,8,8,11,10,3,8,10,0,0
V005642,RG1 1DB,75,11873,23176.0,1.95,22,23,30,12,12,12,9,12,12,4,2
V005644,CW8 4AN,66,5057,10035.4,1.98,18,21,27,12,12,12,5,9,12,2,0
V005645,RG31 5DG,167,4327,9379.6,2.17,53,57,57,36,33,30,21,17,28,2,0
V005646,CW8 4BA,75,10580,17621.2,1.67,24,22,29,12,12,12,10,12,12,4,1
V005648,RG1 5BL,23,827,1144.8,1.38,17,5,1,9,5,4,0,1,4,0,0
V005649,CW8 4HD,79,12140,24739.4,2.04,23,24,32,12,12,12,9,12,12,5,4
V005650,CW9 5DR,16,193,234.2,1.21,11,4,1,6,5,2,0,0,3,0,0
V005652,RG7 5AH,34,1408,2137.0,1.52,25,9,0,8,6,4,3,6,5,2,0
V005653,RG4 6NY,73,8077,15742.6,1.95,20,24,29,12,12,12,8,12,12,3,2
V005655,SK11 8AA,75,7681,14554.6,1.89,24,23,28,12,12,12,9,11,12,7,0
V005658,RG4 8JB,29,3110,3820.4,1.23,18,11,0,8,8,4,0,2,7,0,0
V005660,CW9 5HQ,66,5987,11862.8,1.98,17,23,26,12,12,12,4,9,12,4,1
V005662,CW9 7DS,73,6260,11987.0,1.91,21,21,31,12,12,12,6,11,12,4,4
V005663,CW9 8UW,67,4294,6400.8,1.49,20,22,25,12,12,12,5,12,12,2,0
V005664,BR1 3RX,69,3635,6175.6,1.7,21,23,25,12,12,12,9,11,12,1,0
V005665,RG30 6AD,28,446,643.0,1.44,18,8,2,9,7,4,0,4,4,0,0
V005666,ST7 2EZ,58,1269,5326.0,4.2,16,20,22,12,12,11,0,10,11,2,0
V005667,ST7 2ET,70,14391,20899.0,1.45,19,22,29,12,12,12,6,11,12,4,1
V005668,RG7 3YU,61,2328,3868.8,1.66,20,20,21,12,12,12,1,12,12,0,0
V005670,RG31 5HY,13,301,386.6,1.28,13,0,0,4,4,3,0,0,2,0,0
V005671,RG4 8AA,64,6477,13232.0,2.04,20,21,23,12,12,12,3,12,12,0,1
V005673,RG2 8HA,80,4544,11551.6,2.54,29,25,26,12,13,12,3,12,27,1,0
V005674,SK12 1QY,73,12750,22266.6,1.75,23,22,28,12,12,12,9,12,12,4,0
V005677,BD23 2UE,77,13868,26669.8,1.92,24,23,30,12,12,12,10,12,12,5,2
V005679,OX10 8DL,59,1817,3208.8,1.77,17,18,24,12,12,10,4,8,12,1,0
V005680,RG9 2AR,8,167,190,1.14,8,0,0,4,3,1,0,0,0,0,0
V005681,RG8 0SP,60,1293,2391.2,1.85,21,17,22,13,13,8,0,14,11,0,1
V005682,OX33 1LZ,18,176,268.8,1.53,14,4,0,5,6,4,0,0,3,0,0
V005683,RG4 9SJ,46,1176,1488.2,1.27,18,14,14,12,12,6,0,5,11,0,0
V005684,RG9 1AT,14,497,616.0,1.24,14,0,0,4,4,3,0,0,3,0,0
V005685,RG8 9AB,25,725,905.6,1.25,18,6,1,9,5,4,0,2,5,0,0
V005687,OX49 5BU,31,1073,2315.2,2.16,20,9,2,7,8,4,0,7,4,1,0
V005693,OX10 7QA,73,11328,21094.8,1.86,21,24,28,12,12,12,9,11,12,4,1
V005695,OX28 6JJ,12,14,69,4.93,6,3,3,1,0,0,1,3,0,0,0
V005696,OX12 9BN,3,3,5,1.67,1,1,1,2,0,0,0,0,0,0,0
V005697,OX11 0AG,81,9535,18046.6,1.89,29,24,28,14,14,12,8,12,12,3,2
V005698,YO42 2QB,74,5081,9799.4,1.93,20,23,31,12,13,12,5,11,17,4,0
V005700,OX29 4LF,28,1477,1949.2,1.32,21,7,0,8,5,5,1,5,4,0,0
V005702,OX11 8DP,103,17060,29907.0,1.75,32,34,37,19,18,19,13,15,18,1,0
V005703,OX11 7XT,37,1896,2321.2,1.22,35,2,0,10,8,7,1,3,8,0,0
V005705,OX12 7LU,39,1459,1658.0,1.14,25,12,2,16,13,0,0,1,9,0,0
V005706,OX28 6HT,56,2105,2707.8,1.29,19,17,20,12,12,7,2,10,11,1,0
V005707,OX13 6DN,123,14266,24460.2,1.71,38,37,48,25,24,24,6,12,26,4,2
V005713,OX18 3HN,106,5297,10073.2,1.9,30,33,43,23,21,15,6,16,19,5,1
V005714,OX12 8DR,70,3819,5977.6,1.57,24,19,27,12,12,11,3,12,12,8,0
V005718,OX28 4AW,253,16470,30335.0,1.84,71,83,99,48,48,46,9,39,50,10,3
V005719,OX14 5AG,32,1843,2523.8,1.37,21,10,1,9,7,4,0,5,6,1,0
V005720,OX18 3AD,61,3676,6135.6,1.67,18,20,23,12,12,11,2,10,12,2,0
V005721,OX14 3JF,56,2862,5149.6,1.8,17,19,20,12,12,12,0,8,12,0,0
V005723,ST7 2AA,22,483,622.0,1.29,17,5,0,6,5,4,0,2,5,0,0
V005724,OX7 3PQ,11,143,184.4,1.29,3,4,4,3,3,2,0,1,2,0,0
V005726,OX12 9BU,36,711,972.4,1.37,17,15,4,10,8,6,0,2,10,0,0
V005727,OX14 3QX,36,718,862.4,1.2,15,10,11,12,12,5,0,0,5,2,0
V005728,SK10 4BW,69,7186,13464.0,1.87,20,23,26,12,12,12,7,12,12,2,0
V005738,BL1 4AP,80,18299,35969.2,1.97,24,24,32,12,12,13,11,12,12,4,4
V005739,SK10 1BP,53,959,1692.2,1.76,39,14,0,14,14,9,1,6,8,1,0
V005742,BL1 7JJ,72,3496,8488.2,2.43,18,22,32,12,12,12,6,10,12,4,4
V005744,BL7 9BS,70,10941,18871.4,1.72,20,22,28,12,12,12,7,11,12,4,0
V005745,BL3 1LR,71,3526,8798.8,2.5,19,23,29,12,11,12,8,9,11,4,4
V005747,DE11 9AZ,61,4842,7918.6,1.64,21,20,20,12,12,12,0,12,12,0,0
V005748,DA1 2JS,63,4066,8999.8,2.21,19,20,24,12,12,12,2,11,12,1,1
V005751,ST5 0BJ,68,8470,16069.8,1.9,22,21,25,12,12,12,4,12,12,4,0
V005752,PE13 1RA,67,5681,9918.4,1.75,22,20,25,12,12,12,3,12,12,3,1
V005753,CW3 9EA,59,4066,7413.2,1.82,17,20,22,12,12,12,1,9,12,0,1
V005754,EX9 6RW,44,608,803.8,1.32,18,11,15,12,11,6,2,5,7,1,0
V005755,PE16 6AF,23,679,979.2,1.44,17,6,0,8,5,5,0,1,4,0,0
V005756,EX8 1DL,70,4251,8105.4,1.91,19,22,29,12,12,12,8,9,12,4,1
V005758,EX8 2BW,75,15363,28806.0,1.88,23,24,28,12,12,12,11,12,12,4,0
V005760,BL3 6LF,76,9767,18580.4,1.9,23,24,29,12,12,12,11,12,12,4,1
V005762,CA1 1EB,19,1892,2474.0,1.31,19,0,0,4,4,4,1,2,4,0,0
V005763,BL1 8DE,76,10404,23628.0,2.27,24,25,27,12,12,12,11,12,12,3,0
V005764,EX14 1BU,69,11081,22193.2,2.0,20,21,28,12,12,12,7,10,12,4,0
V005765,CR4 1BD,52,2245,7047.4,3.14,16,18,18,9,9,9,7,9,8,1,0
V005767,CR0 1JB,72,6675,15177.8,2.27,22,23,27,12,12,12,9,12,12,3,0
V005769,EX12 2LA,71,3546,7268.6,2.05,22,21,28,12,12,12,5,12,12,5,1
V005770,EX11 1TP,65,3955,7054.4,1.78,19,20,26,12,12,12,2,11,12,3,1
V005772,CR0 6SE,61,3068,5683.2,1.85,19,20,22,12,12,12,0,11,12,1,0
V005776,DN21 1LP,65,3833,6216.8,1.62,19,20,26,12,12,11,5,10,12,3,0
V005777,DN14 5BU,75,7903,15729.4,1.99,25,21,29,15,14,13,4,12,12,4,1
V005778,CR0 6RG,74,2692,7256.6,2.7,22,23,29,12,12,12,9,12,12,4,1
V005780,DE24 8PZ,74,11544,20042.0,1.74,23,23,28,12,12,12,10,12,12,4,0
V005781,BL1 1PP,68,5077,9642.0,1.9,20,20,28,12,12,12,4,12,12,4,0
V005782,CR2 6AH,42,703,1327.2,1.89,9,12,21,11,10,5,0,7,7,2,0
V005786,CH3 7AS,20,1247,1606.0,1.29,20,0,0,4,4,4,2,2,4,0,0
V005787,CH3 7SW,69,12475,19421.2,1.56,20,20,29,12,12,12,4,11,12,5,1
V005789,BL5 3RS,67,6060,12337.2,2.04,19,20,28,12,12,12,4,10,12,4,1
V005791,NG9 2BB,22,1814,2420.6,1.33,21,0,1,5,4,4,1,3,4,1,0
V005792,CH1 1RN,110,3354,6230.6,1.86,29,37,44,23,24,19,5,15,20,2,2
V005794,CH3 6BS,72,6927,12299.2,1.78,21,24,27,12,12,12,9,12,12,2,1
V005795,CH1 5PP,69,4397,10557.2,2.4,18,23,28,12,12,12,5,10,12,4,2
V005798,CH2 2LJ,71,6831,11628.4,1.7,18,21,32,12,12,12,5,10,12,4,4
V005799,LE16 7DX,37,2639,4189.4,1.59,18,11,8,10,8,6,2,4,6,1,0
V005802,CA8 1RW,27,253,703.8,2.78,7,9,11,6,6,5,0,5,4,1,0
V005803,CH1 1PW,78,9811,20541.0,2.09,23,24,31,12,12,12,10,12,12,5,3
V005804,SG5 2JT,62,1485,3928.2,2.65,21,19,22,11,12,12,0,11,12,4,0
V005806,BL2 3BG,69,7157,13516.0,1.89,20,21,28,12,12,12,5,10,12,4,2
V005807,NW4 2BP,42,2553,5804.6,2.27,18,18,6,11,8,7,0,9,7,0,0
V005808,SG7 5NR,84,8151,13481.6,1.65,23,25,36,16,22,16,6,12,12,0,0
V005810,N12 9AB,34,256,559.6,2.19,15,17,2,8,8,7,0,4,7,0,0
V005811,N20 9HS,66,4924,8956.2,1.82,21,21,24,12,12,12,6,12,12,0,0
V005814,EN4 8AE,67,7359,13164.4,1.79,19,23,25,12,12,12,7,11,12,1,0
V005815,N20 9HE,64,3004,5676.0,1.89,21,23,20,12,12,12,4,12,12,0,0
V005816,BL2 1JJ,75,9613,17266.6,1.8,22,24,29,12,12,12,10,12,12,4,1
V005818,N12 9BD,22,35,93,2.66,8,11,3,5,7,4,0,4,2,0,0
V005819,EN5 5TD,71,3988,7573.2,1.9,21,22,28,12,12,12,2,12,15,4,2
V005820,BL5 3BX,70,13032,23156.4,1.78,20,21,29,12,12,12,5,12,12,4,1
V005824,EN4 8RN,76,10708,26546.6,2.48,23,24,29,12,12,12,11,12,12,4,1
V005826,DN35 7DN,75,8733,20943.2,2.4,22,23,30,12,12,12,9,11,12,5,2
V005830,DE1 2QS,73,11280,22580.4,2.0,22,23,28,12,12,12,9,11,12,3,2
V005832,CA1 1PY,19,527,680.0,1.29,18,1,0,5,4,4,0,2,3,1,0
V005835,DN14 7DF,74,8116,15210.0,1.87,22,21,31,15,15,12,5,11,12,4,0
V005839,CM9 5QX,66,6275,12719.4,2.03,20,21,25,12,12,12,5,11,12,2,0
V005840,EN5 1LJ,62,1994,4856.6,2.44,17,20,25,12,12,12,1,9,12,4,0
V005841,N12 8JT,31,329,711.2,2.16,10,8,13,12,12,2,1,3,1,0,0
V005844,N12 8PR,77,8190,21523.0,2.63,24,24,29,12,12,12,12,12,12,4,1
V005847,CM0 8BG,70,7319,14073.4,1.92,21,22,27,12,12,12,7,12,12,3,0
V005849,CM0 8AH,72,7781,13958.6,1.79,23,22,27,12,12,12,6,12,12,6,0
V005851,CM3 4NQ,79,9863,21822.6,2.21,24,23,32,12,12,12,9,12,12,4,3
V005852,DE23 6AN,62,3213,4838.6,1.51,18,19,25,12,12,11,3,10,12,1,1
V005853,CM3 5LL,25,274,464.4,1.69,4,7,14,12,7,2,0,3,1,0,0
V005854,CM3 5TQ,132,9869,19209.2,1.95,40,42,50,24,24,24,5,24,24,5,2
V005856,EN5 4BW,61,1984,7122.2,3.59,20,20,21,12,12,12,1,12,12,0,0
V005857,CR8 3EH,58,2139,2977.2,1.39,19,19,20,12,12,12,2,8,12,0,0
V005860,LE11 2EN,77,23352,43403.4,1.86,22,24,31,12,12,12,10,12,12,4,3
V005861,DE75 7DT,72,10686,20084.2,1.88,21,22,29,12,12,12,8,11,12,4,1
V005870,NW11 7HB,17,265,683,2.58,12,5,0,6,6,5,0,0,0,0,0
V005872,L9 7LH,24,421,1096.8,2.61,0,21,3,4,4,4,1,4,5,2,0
V005873,B19 1JD,107,5722,14223.6,2.49,29,38,40,20,18,15,11,13,27,2,1
V005875,WS13 6LL,70,4117,5776.4,1.4,20,21,29,12,12,12,4,12,12,4,2
V005876,B19 1LL,80,14214,41459.0,2.92,24,24,32,12,12,12,12,12,12,4,4
V005877,NW11 8EN,65,1129,2543.6,2.25,22,23,20,12,12,10,10,8,12,1,0
V005879,CR8 5AA,33,804,3052.2,3.8,17,16,0,8,8,8,0,8,1,0,0
V005880,RG17 8XU,21,524,650,1.24,11,10,0,8,8,4,0,1,0,0,0
V005881,CM3 5XB,69,8361,14289.0,1.71,22,21,26,12,12,12,6,12,12,2,1
V005884,CM9 4GD,73,8395,20505.2,2.44,24,24,25,12,12,12,11,12,12,0,1
V005886,CR0 7LG,65,1976,5924.0,3.0,19,22,24,12,12,12,5,11,12,0,1
V005887,CM9 5QP,65,6537,11670.8,1.79,19,21,25,12,12,12,2,11,12,4,0
V005888,CH2 3NJ,73,7557,11074.4,1.47,21,24,28,12,12,12,9,11,12,4,1
V005889,CH1 1NZ,61,2916,6980.2,2.39,20,21,20,12,12,12,2,11,12,0,0
V005893,NW11 9AL,62,3651,10446.0,2.86,20,20,22,12,12,12,2,12,12,0,0
V005899,N2 8AX,42,1435,2203.4,1.54,19,19,4,9,8,8,0,6,9,1,1
V005902,CM12 0UA,55,1318,3006.6,2.28,19,17,19,12,12,5,1,12,12,1,0
V005909,N3 1QG,72,3348,7715.8,2.3,21,23,28,12,12,12,8,12,12,3,1
V005910,NW11 8LH,21,290,660,2.28,5,9,7,6,6,5,1,3,0,0,0
V005911,CM14 4SD,74,6734,11165.4,1.66,22,24,28,12,12,12,9,12,12,5,0
V005916,N2 9ED,59,2927,6043.4,2.06,19,20,20,12,12,12,0,10,12,0,0
V005918,N3 1XY,70,1865,4229.4,2.27,18,21,31,12,12,11,5,11,12,3,4
V005919,N3 2NA,69,3158,7226.2,2.29,21,21,27,12,12,12,5,12,12,2,2
V005920,BR6 9JH,47,4037,7837.6,1.94,21,23,3,8,8,8,4,8,8,3,0
V005921,NW2 2JL,64,3031,8043.2,2.65,19,23,22,12,12,11,5,11,12,1,0
V005922,CM12 9AX,63,1760,3090.2,1.76,21,20,22,12,12,10,5,12,12,0,0
V005924,BR6 6EY,43,565,988.0,1.75,17,13,13,11,12,8,0,5,7,0,0
V005928,SK9 5HZ,70,3761,7483.0,1.99,20,20,30,12,12,12,5,11,12,4,2
V005929,WS7 3XE,71,10046,22224.8,2.21,20,22,29,12,12,12,5,12,12,4,2
V005931,B79 7JN,65,5668,7734.0,1.36,20,20,25,12,12,12,3,12,12,2,0
V005932,CH2 1AE,57,869,1907.4,2.19,19,18,20,12,12,11,2,9,11,0,0
V005934,CM13 3PD,56,1430,2425.6,1.7,15,18,23,12,11,10,3,9,11,0,0
V005935,CH3 5LB,72,21191,38695.4,1.83,19,22,31,12,12,12,6,11,12,4,3
V005937,CM12 0BJ,81,12628,22366.6,1.77,27,24,30,12,12,12,12,12,12,7,2
V005939,CM15 9AX,83,17990,39185.4,2.18,27,24,32,12,12,12,11,12,12,8,4
V005940,CM14 4BJ,52,1109,1769.6,1.6,14,17,21,12,12,9,3,7,9,0,0
V005946,CM15 8AG,73,18713,29951.8,1.6,23,22,28,12,12,12,9,12,12,4,0
V005948,L14 7QH,65,6478,12849.2,1.98,17,20,28,12,12,12,2,9,12,4,2
V005949,L26 1UN,70,5038,11531.6,2.29,19,22,29,12,12,12,6,11,12,4,1
V005950,L35 3RF,73,6218,12556.4,2.02,23,21,29,12,12,12,6,11,12,6,2
V005951,L25 0LQ,67,2667,6339.2,2.38,23,21,23,12,12,12,5,12,12,2,0
V005952,L32 6QS,72,4550,10191.8,2.24,21,23,28,12,12,12,7,12,12,4,1
V005953,L35 5AF,19,806,1029.6,1.28,19,0,0,4,4,4,1,2,4,0,0
V005955,L36 9XB,76,11787,24492.8,2.08,21,24,31,12,12,12,9,12,12,4,3
V005957,L33 6XE,61,1408,3567.0,2.53,16,20,25,12,12,11,1,9,12,4,0
V005958,L36 4HF,61,2728,4364.6,1.6,22,17,22,12,12,8,3,12,12,2,0
V005960,L34 3LD,70,9392,19813.6,2.11,22,21,27,12,12,12,4,12,12,5,1
V005961,L36 6DY,56,1444,3058.8,2.12,16,20,20,12,12,12,0,8,12,0,0
V005962,L36 3SA,73,7091,16733.6,2.36,20,21,32,12,12,12,4,12,12,4,4
V005965,L32 8UG,75,10475,23201.8,2.21,21,23,31,12,12,12,8,11,12,4,4
V005967,L28 1NR,76,7918,17768.4,2.24,22,24,30,12,12,12,10,12,12,4,2
V005969,WA10 1HQ,72,7881,20336.0,2.58,21,23,28,12,12,12,7,12,12,4,1
V005974,WA10 2JL,75,14551,28407.6,1.95,23,20,32,12,12,12,6,12,12,5,4
V005977,WA9 1PB,63,2640,5155.0,1.95,18,21,24,12,12,12,3,9,12,1,2
V005980,WA11 0LE,59,3408,6916.8,2.03,16,20,23,12,12,12,1,8,12,0,2
V005983,WN5 7PF,64,7286,12897.4,1.77,19,20,25,12,12,12,2,10,12,4,0
V005984,WA9 4EU,76,12024,25233.4,2.1,22,23,31,12,12,12,9,12,12,4,3
V005986,WA10 1SN,69,3855,6823.6,1.77,21,21,27,12,12,12,8,10,12,3,0
V005987,WA9 3JN,69,3125,9027.6,2.89,20,22,27,12,12,12,2,12,12,4,3
V005988,WA11 9QA,73,9212,19642.4,2.13,23,23,27,12,12,12,9,12,12,4,0
V005989,L35 4LL,76,7348,15833.4,2.15,25,22,29,12,12,12,10,12,12,5,1
